id,dimension,text,rater_one,rater_two,rater_three,average_score
AU01.001106,d2_lack_of_knowledge,"Ja, vielleicht. Aber vielleicht beschreiben Sie mir nochmal, vielleicht so im Laufe Ihres Tages, wann diese Anspannungen auftreten, in welchen Situationen die besonders häufig sind. Könnten wir damit vielleicht starten und dann können wir darüber sprechen, wie wir weiter vorgehen.",1,0,2,1.0
AU01.001107,d2_lack_of_knowledge,Ihre Gallenblase ist geplatzt. Ist das jetzt vor kurzem passiert? Sind Sie da beim Arzt gewesen und haben da einen Befund für mich mitgebracht?,0,1,2,1.0
AU01.001108,d2_lack_of_knowledge,"Ja, vielleicht verstehe ich das nicht so, wie Sie das vielleicht von mir erwarten, aber ich glaube Ihnen, ich kann das also annehmen.",1,0,2,1.0
AU01.001123,d2_lack_of_knowledge,"Sie haben recht damit, dass ich in einer ganz anderen Welt lebe als sie. Was ich aber tun kann, ist, mich versuchen, in ihre Welt einzufühlen. Dafür ist es ganz wichtig, dass sie mir gut beschreiben, wie ihre Welt aussieht.",3,3,2,2.667
AU01.001124,d2_lack_of_knowledge,"Für mich ist es nicht so leicht, mich in Ihre Situation einzufühlen, weil ich selber nicht in einer Familie aufgewachsen bin, in der Religion eine so wichtige Rolle spielt. Können Sie mir noch etwas genauer erklären, zwischen welchen Gefühlen Sie sich da hin- und hergerissen fühlen?",4,4,3,3.667
AU01.001125,d2_lack_of_knowledge,"Für meine Eltern spielt es keine Rolle, welche Religion mein Partner angehört. Deswegen können sie mir noch etwas genauer erklären, was das für sie bedeutet, wenn ihre Tochter einen Nicht-Muslim heiratet, welche Konsequenzen hat das für sie.",3,3,3,3.0
AU01.001135,d2_lack_of_knowledge,"Können Sie Ihre Situation noch ein bisschen genauer erklären für mich? Was meinen Sie denn genau mit, das kam nicht so gut an in Ihrer muslimischen Gemeinschaft?",3,4,3,3.333
AU01.001137,d2_lack_of_knowledge,"Könnten Sie mir helfen, Ihre Situation ein bisschen genauer zu verstehen? Wovor genau haben Sie Angst, vor welchen Reaktionen haben Sie als Frau in Ihrer Kultur Angst?",3,4,3,3.333
AU01.001138,d2_lack_of_knowledge,"Ich merke, Sie haben noch viele Zweifel gegenüber der Psychotherapie. In welchen Situationen sind Sie denn besonders gestresst und fühlen sich sehr angespannt?",1,1,2,1.333
AU01.001163,d2_lack_of_knowledge,"Sie machen sich Sorgen, was die anderen Leute über sie denken werden aus der Gemeinschaft.",1,1,2,1.333
AU01.001164,d2_lack_of_knowledge,"Auch wenn sie froh darüber sind, dass ihre Kinder einen Weg für sich finden, ist es für sie gar nicht so einfach hier richtig Fuß zu fassen.",1,1,2,1.333
AU01.001203,d2_lack_of_knowledge,"Wir können uns gerne zusammen anschauen, ob eine Therapie für sie gerade machbar ist oder für sie persönlich gerade Sinn ergibt. Dazu würde ich gerne ein bisschen mehr verstehen, was das für Situationen sind, in denen die Anspannung und der Stress auftreten.",1,1,2,1.333
AU01.001204,d2_lack_of_knowledge,"Ihr Bedürfnis, sich hier verstanden zu fühlen, kann ich sehr gut nachvollziehen und das ist auch grundlegend wichtig für eine Therapie. Gleichzeitig bin ich auch der Meinung, dass Sie die Experten sind für Ihre Situation. Und da bin ich darauf angewiesen, dass Sie mir auch schildern, wie sich der Alltag für Sie gestaltet.",1,3,3,2.333
AU01.001205,d2_lack_of_knowledge,"Jetzt haben sie von der Gallenblase erzählt. Ich würde aber gerne, wenn ich darf, nochmal auf den Punkt davor zurückkommen. Wenn ich sie richtig verstanden habe, haben sie gesagt, sie haben hier noch nicht wirklich ein Heimatgefühl. Können sie mir dazu mehr erzählen?",3,4,3,3.333
AU01.001248,d2_lack_of_knowledge,"Was halten Sie von dem Mann Ihrer Tochter? Abseits von der anderen Religion? Gibt es da was, was Sie denken über ihn oder über die Beziehung, die Ihre Tochter führt oder tritt das so sehr zurück hinter den Schwierigkeiten?",2,3,2,2.333
AU01.001249,d2_lack_of_knowledge,"Haben Sie bezüglich der Gallenblase das schon fachärztlich abklären lassen? Weil ansonsten sind natürlich auch andere Erklärungsmodelle möglich, aber das wäre gut, wenn sie auch hausärztlich durchgecheckt wären.",0,1,2,1.0
AU01.001250,d2_lack_of_knowledge,"Das kann ich auf jeden Fall gut verstehen, dass Sie da gestresst sind und die zeitlichen Ressourcen ja auch begrenzt sind, wann Sie für was Zeit investieren und das auch Ihre Entscheidung, wie Sie damit umgehen wollen. Aber für mich wäre es noch mal wichtig, Ihnen zu sagen, dass Sie so hierher kommen können, wie Sie sind und so die Worte sich so viel Zeit nehmen können, wie Sie brauchen und ich einfach immer nachfragen werde, dass ich Sie so gut wie möglich verstehe und Sie möglichst frei und entspannt einfach erzählen und sich darauf verlassen können, dass ich dann Sorge trage, wenn ich was nicht verstehe, dass ich noch mal nachfrage.",2,2,2,2.0
AU01.001273,d2_lack_of_knowledge,"Das klingt nach einer Situation, in der sie in einem starken Zielspalt, in einem starken Konflikt sind. Dazwischen einerseits der Nähe zu ihrem Freund und andererseits einer möglichen Distanz, die dadurch zu ihrer Familie und der muslimischen Gemeinschaft entsteht. Da ich selbst dieser Gemeinschaft nicht angehöre, wollte ich nochmal nachfragen, was genau die Situation für ihre Eltern, für ihre Familie so schwierig macht bzw. was genau sich ihre Eltern wünschen würden von ihnen oder von ihrem Freund.",4,4,3,3.667
AU01.001274,d2_lack_of_knowledge,"Möchten Sie mir das vielleicht noch genauer erklären, was Sie damit meinen, dass das für eine Frau in ihrer Situation nicht denkbar, nicht möglich ist? Und vielleicht auch, wo Ihnen das schon einmal begegnet ist?",3,4,3,3.333
AU01.001275,d2_lack_of_knowledge,"Sie haben das Gefühl, dass ich Ihnen gar nicht richtig helfen kann, weil ich nicht nachvollziehen kann, in welcher Situation Sie sind, beziehungsweise weil ich auch selber in einer anderen Situation bin. Mein Vorschlag wäre, dass Sie versuchen, mir nochmal genauer zu erklären, wie Ihre Situation ist und mich versuchen, dahin mitzunehmen, mir das zu erläutern, wie Ihre Situation ist, sodass ich das besser nachvollziehen kann.",3,3,3,3.0
AU01.001319,d2_lack_of_knowledge,"Was würde denn passieren, wenn Sie nicht die richtigen Worte finden? Haben Sie da eine Idee? Was könnte dann passieren zwischen uns?",1,1,2,1.333
AU01.001320,d2_lack_of_knowledge,"Was würden Sie sagen, wie ist denn aktuell die Situation für Sie und für Ihre Familie?",1,2,2,1.667
AU01.001321,d2_lack_of_knowledge,"Was würden Sie sich wünschen, wie sich die Situation verändert? Haben Sie eine Idee?",1,1,2,1.333
AU01.001335,d2_lack_of_knowledge,"Das ist eine schwierige Situation, von der Sie sprechen, das Gefühl allein zu sein und zu sehen, wie Ihre Kinder ihren eigenen Weg gehen. Sie haben jetzt noch Ihre Gallenblase erwähnt. Wie steht das denn damit im Zusammenhang? Können Sie mir das erklären?",2,4,3,3.0
AU01.001336,d2_lack_of_knowledge,"Was bedeutet es in Ihrer Gemeinschaft, wenn man jemanden nicht-muslimischen heiratet über eine Partnerschaft eingeht?",3,3,3,3.0
AU01.001337,d2_lack_of_knowledge,"Ja, vielleicht gibt es hier Unterschiede in ihrer Kultur und meiner Kultur, wenn wir das so voneinander trennen möchten. Aber ich würde sie gerne verstehen. Vielleicht können sie mir das erklären, warum sprechen Frauen in ihrer Kultur nicht über ihre psychischen Probleme. Was hätte das für Konsequenzen oder was würde das bedeuten?",4,3,3,3.333
AU01.001378,d2_lack_of_knowledge,"Ich verstehe das jetzt nicht ganz, können Sie mir vielleicht nochmal die Hintergründe Ihrer Überlegungen erzählen?",2,2,3,2.333
AU01.001379,d2_lack_of_knowledge,"Und hier müssen wir das jetzt nochmal ein bisschen erklären. Warum denken Sie, dass Sie als schwache Person gesehen werden und welchen Hintergrund hat es mit Ihrer Religion?",3,3,3,3.0
AU01.001380,d2_lack_of_knowledge,"Wie kann ich sie denn unterstützen, dass sie dieses Gefühl vom gestresst sein in der Sprache verlieren?",1,1,2,1.333
AU01.001424,d2_lack_of_knowledge,"Wie meinen Sie, dass Ihre Gallenblase ist geplatzt?",0,1,3,1.333
AU01.001425,d2_lack_of_knowledge,"Das ist für Sie schwierig, dass Ihre Familie Ihren Freund nicht gut akzeptieren kann? Habe ich das richtig verstanden? Woran merken Sie es oder was ist da die Hauptherausforderung?",2,2,3,2.333
AU01.001426,d2_lack_of_knowledge,"Ich glaube auch, dass ich mir vieles nicht vorstellen kann, was sie erlebt haben. Und ich biete ihnen an, dass ich ihnen zuhöre und dass ich alles tue, was ich kann, um ihre Lage zu verstehen. Ich glaube, dass ich ihnen trotzdem sehr hilfreich sein kann, weil wir als Team zusammenarbeiten. Sie sind diejenige, die sich mit ihrem Leben bestmöglich auskennt. Und ich unterstütze sie mit meinem Methodenwissen. Aber sie haben vollkommen recht. Ich muss mich gut darauf einlassen, muss gut verstehen, wie ihr Leben wohl aussieht. Meinen Sie, Sie können mir da helfen?",4,4,3,3.667
AU01.001443,d2_lack_of_knowledge,"Ja, da haben Sie völlig recht. Das kann ich gar nicht genau verstehen, eben weil ich aus einer anderen Kultur bin. Deswegen würde ich Sie bitten, dass Sie mir das noch mal erklären und mir das ein bisschen genauer erläutern. Wie wäre das? Was würde es über eine Frau aussagen, wenn sie sich ihrer Familien gegenüber öffnen mit ihren psychischen Problemen?",4,4,3,3.667
AU01.001444,d2_lack_of_knowledge,"Also bei mir kommt irgendwie an, dass gerade alles ganz schön viel ist, wobei ich jetzt gar nicht so genau in dem Moment verstanden habe, was sie alles belastet oder dass sie sich so gestresst fühlen, könnten sie mir das nochmal erläutern.",2,2,3,2.333
AU01.001445,d2_lack_of_knowledge,"Das nimmt sie ganz schön mit, welche Entscheidungen ihre Tochter getroffen hat. Mich würde das noch ein bisschen näher interessieren. Was macht sie dann genau zu einem schwachen Mann und was bedeutet das für sie?",3,4,3,3.333
AU01.001472,d2_lack_of_knowledge,ich würde gerne wissen wieso diese belastung bei ihnen so stark wahrgenommen wird und was genau hier in den dingen sie belastet und warum es dazu vielleicht führen könnte dass sie sich von ihrem partner trennen wollen da gibt es ja ganz viele faktoren die eine rolle spielen und die tatsache dass jemand nicht muslim ist kann man ja für sich selbst und auch für andere entsprechend damit umgehen und auch ja entscheidung treffen die sie nun einmal treffen lassen,1,1,1,1.0
AU01.001473,d2_lack_of_knowledge,"woher machen sie es denn fest, dass ich so wenig Verständnis oder in der Lage bin ihre Situation zu begreifen und ihnen da entsprechenden Ratstab geben können? denken sie einmal was vielleicht ich falsches gesagt habe oder gibt es irgendwelche Anhaltspunkte die dazu führen lassen.",1,2,2,1.667
AU01.001474,d2_lack_of_knowledge,ich kann ihre Äußerungen sehr gut nachvollziehen und bin auch in der Lage dieses zu verstehen beschreiben sie doch noch mal bitte ihrem Kulturkreis und wie so das nicht möglich ist und wie ihre angehörigen hierbei dann reagieren um dieses Phänomen gemeinsam auf die spur zu kommen.,3,2,2,2.333
AU01.001489,d2_lack_of_knowledge,"Ja, ich verstehe, dass Sie in einem Dilemma sind zwischen den Anforderungen Ihrer Kultur und Ihrer Eltern und Ihren eigenen Gefühlen und dass es richtig schwer ist, da seinen Weg zu finden. Vielleicht können Sie mir nochmal genauer erzählen, was in Ihrer Kultur wichtig ist in Beziehungen und was genau von Ihnen gefordert wird und ja.",4,4,3,3.667
AU01.001490,d2_lack_of_knowledge,"Ja, ich verstehe, dass es in ihrer Kultur und genauer gesagt in ihrer Familie auch noch mal schwierig ist, über Probleme zu sprechen. Das wird nicht gerne gehört. Vielleicht können Sie mir mal erzählen, was genau die Schwierigkeit ist, warum man nicht darüber redet. Ist das Scham oder das Gefühl, als Familie darf man keine Probleme haben und es läuft alles gut oder was genau macht es so schwierig, darüber zu sprechen?",3,3,2,2.667
AU01.001491,d2_lack_of_knowledge,"Das muss für sie sehr schwierig sein, den Weg ihrer Tochter zu akzeptieren und gleichzeitig so gegen Mauern in der eigenen Gemeinschaft zu laufen und da vielleicht sogar ausgegrenzt zu werden. Vielleicht können sie mir erzählen, wie diese Ausgrenzung ausschaut und was das mit ihnen macht.",4,4,2,3.333
AU01.001516,d2_lack_of_knowledge,"Das heißt, Sie haben eine Vorstellung davon, wie andere auf die Situation reagieren werden. Und das beunruhigt Sie, Sie haben die Vorstellung, dass Ihnen das angekreidet wird. Was meinen Sie, wie Sie, wie die anderen darauf reagieren werden, was sie zu Ihnen sagen werden?",2,3,2,2.333
AU01.001517,d2_lack_of_knowledge,"Das heißt, sie haben das Gefühl, dass sie zwischen den beiden Parteien stehen, zwischen ihrer Familie und ihrem Partner. Die Familie kann ihnen aber eigentlich ganz gut leiden. Können sie noch genauer beschreiben, worin die Schwierigkeit für ihre Eltern besteht?",3,4,3,3.333
AU01.001518,d2_lack_of_knowledge,"Ich habe gehört, dass es für Sie schwierig ist, einzuschätzen, ob Sie sich auf die Therapie einlassen können, ob das gut so ist, wie Sie es machen. Könnten Sie mir noch genauer erklären, warum Sie denken, dass Sie sich vielleicht nicht gut genug ausdrücken können?",4,2,2,2.667
AU01.001539,d2_lack_of_knowledge,"Ja, das ist oft so, dass dann die Hoffnung erstmal runterfährt, wenn die Kinder aus dem Haus sind und man jetzt wieder auf sich selber schauen muss als Frau, als Mutter, in ihr eigenes Leben zurückkehren bzw. in ihr neues eigenes Leben zurückkehren. Dafür sind wir jetzt da und da müssen wir jetzt dran arbeiten.",1,0,2,1.0
AU01.001540,d2_lack_of_knowledge,"Vielleicht müssen Sie es mir noch besser erklären. Sie wollen ja jetzt auch in unserer neuen Welt hier weiter leben und besser leben als vorher. Deswegen sind Sie auch gekommen. Also wäre es gut, wenn wir beide noch mal gucken, wo sie gerade stehen und was der Unterschied ist und wo sie merken, dass sie sich nicht verstanden fühlen und dass wir dann schauen, wie wir das verbessern können.",1,0,2,1.0
AU01.001541,d2_lack_of_knowledge,"Ja, das stimmt, das habe ich schon oft erlebt bei Frauen aus ihrer Kultur. Aber jetzt sind sie hier und wir können uns zusammen austauschen, was sind die Unterschiede und was sind auch die gemeinsamen Unterschiede von Frauen in der ganzen Welt, in verschiedenen Welten. Also wir können nicht nur die Unterschiede feststellen, wir können auch die Gemeinsamkeiten und wir wollen, dass sie in ihrer neuen Heimat nun Fuß fassen und sich für sich um sich selbst besser kümmern können und auch wieder Hoffnung entwickeln und sich auch wieder freuen können.",1,1,2,1.333
AU01.001574,d2_lack_of_knowledge,"Ich verstehe, dass es für sie ein ziemliches Dilemma ist zwischen den Erwartungen ihrer Familie und ihrer Beziehung. Gibt es denn auch Möglichkeiten da in der muslimischen Familie, dass das auch gelockert wird? Gibt es da Unterschiede? Ich stelle mir so vor, dass es strengere muslimische Familien gibt und weniger strenge gibt, die da mehr zulassen und fällt ihnen vielleicht jemand ein, wo die Eltern am Anfang strenger waren und sich dann doch mehr darauf eingelassen haben auf Abweichungen durch die Kinder.",2,3,2,2.333
AU01.001575,d2_lack_of_knowledge,"Also das ist für Sie eine sehr schwierige Situation. Ihr könnt schon verstehen, dass das schwer ist von der Gemeinschaft dann so angesehen zu werden. Gibt es denn in Ihrem Bekanntenkreis andere, wo das ähnlich, die ähnliche Erfahrungen gemacht haben? Und wissen Sie da vielleicht, wie die das bewältigen konnten?",2,3,2,2.333
AU01.001576,d2_lack_of_knowledge,"Ja, ich höre, dass sie das alles sehr mitgenommen hat und weiter mitnimmt, dass sie sich fremd fühlen, ihre Kinder ihre eigenen Wege gehen. Ja, das muss sehr schmerzlich sein und dann merken sie gerade, dass ihre Gallenblase geplatzt sein muss. Also, was ist das für eine Empfindung?",2,1,0,1.0
AU01.001681,d2_lack_of_knowledge,"Ich kann mir gut vorstellen, dass es sehr schwierig war für sie, ihr Land zu verlassen und in einem fremden Land ganz neu anzufangen. Was hat sie denn damals bewegt, das Land zu verlassen?",1,1,1,1.0
AU01.001682,d2_lack_of_knowledge,da haben sie recht also ich habe das nicht erlebt was sie erlebt haben und werde es auch nie ganz so fühlen können wie sie aber ich möchte verstehen wie sich das für sie anfühlt und würde da gerne mit ihnen gemeinsam drauf schauen und das verstehen warum es ihnen so geht wie es ihnen jetzt geht.,3,3,2,2.667
AU01.001683,d2_lack_of_knowledge,"Das klingt für mich so, als würden Sie sich selbst hart dafür verurteilen, weil Ihnen Ihre Werte und Tradition wichtig sind und Sie das Gefühl haben, dass Sie diese nicht weitergeben können oder weitergegeben werden konnten. Was bedeutet es für Sie denn, ein guter Mann oder ein guter Vater zu sein?",4,4,3,3.667
AU01.001698,d2_lack_of_knowledge,"Erstmal finde ich das total schön und mutig, dass sie gerade äußern können, dass sie sich von mir unverstanden fühlen und dass sie glauben, dass ich auch gar nicht so richtig genau weiß, wie ihre Situation gerade ist und wie sich das für sie und ihre Familie anfühlt. Und es stimmt, dass ich keine Expertin für ihre Situation bin und dass ich deshalb auch darauf angewiesen bin, dass ich ihnen ganz viele Fragen stellen kann und dass wir eine gute Zusammenarbeit haben, weil sie eben die Expertin für ihre Situation sind und nur so können wir das irgendwie gemeinsam sortieren und einordnen. Das wäre meine Rolle. Ich würde mir wünschen, dass wir vielleicht noch mal ein bisschen mehr oder ein bisschen genauer hingucken können, wie ihre Situation genau ist und deswegen würde ich ihnen gerne noch mal ein paar Fragen stellen und hoffen, dass ich es vielleicht ein bisschen besser verstehen kann.",3,4,2,3.0
AU01.001699,d2_lack_of_knowledge,"Ich habe verstanden, dass sie sich nicht wohlfühlen, seit sie in Deutschland sind, und dass sie sich leer fühlen, seit sie ihre Heimat verlassen haben und dass ihre Kinder ihre eigenen Wege gehen. Und zum Ende hin haben sie noch gesagt, dass sie das Gefühl haben, ihre Gallenblase ist geplatzt. Ist das eine Metapher? Wofür genau steht das? Wofür steht diese Gallenblase und was ist da geplatzt?",3,3,3,3.0
AU01.001700,d2_lack_of_knowledge,"Sie sind unsicher, ob sie die Therapie fortführen wollen, weil sie sich nicht so sicher sind, ob sie alles richtig verstehen und ob sie das in Worte fassen können, was sie gerne sagen möchten und überlegen sich stattdessen mehr auf die Deutschkurse zu fokussieren. Das ist ja auch ein guter Gedanke und ich kann den Zwiespalt verstehen. Was ich gerade nicht ganz verstanden habe, ist, ob sie an der Therapie zweifeln, weil sie unsicher sind, ob ihre Deutschkenntnisse nicht gut genug sind oder ob es da noch andere Gründe gibt. Können Sie mir das vielleicht noch klären?",4,4,4,4.0
AU01.001738,d2_lack_of_knowledge,"Das klingt, als wären sie hin und hergerissen, ihre Eltern nicht zu belasten, aber auch sich selbst und die Beziehung nicht. Können Sie mir vielleicht genauer erklären, wieso ihre Beziehung in der Gemeinschaft nicht gut ankommt und weshalb ihre Eltern unter der Situation leiden?",4,4,3,3.667
AU01.001739,d2_lack_of_knowledge,"Ich höre raus, dass Traditionen für Sie und für Ihre Gemeinschaft sehr wichtig sind. Können Sie mir diese vielleicht näher erklären? Und mich würde auch interessieren, wie Sie sich gefühlt haben, als Sie von den Hochzeitsplänen Ihrer Tochter erfahren haben.",3,4,3,3.333
AU01.001740,d2_lack_of_knowledge,"Ja, ich gebe gern zu, dass sich das in meiner Kultur anders gestaltet, aber mir ist total wichtig, dass ich ihre Situation besser verstehen kann, einfach damit wir hier gemeinsam einen Weg gehen können, der für sie passt und der auch zu ihrer Kultur passt. Ja, daher würde ich mich wirklich freuen, wenn Sie mir erklären können, wieso Frauen in ihrer Kultur sich sowas nicht erlauben dürfen.",4,4,3,3.667
AU01.001808,d2_lack_of_knowledge,"Da haben Sie recht. Ich kann beim besten Willen nicht genau nachempfinden und nachvollziehen, in welcher Situation Sie sich gerade befinden. Aber gerne höre ich Ihnen dann noch mal genauer zu, um das vielleicht besser verstehen zu können.",3,2,2,2.333
AU01.001809,d2_lack_of_knowledge,"Ich glaube Ihnen, dass dieses Setting für Sie bisher noch sehr ungewohnt ist und ich kann auch gut verstehen, dass es auf den ersten Blick vielleicht merkwürdig erscheint zu diesen regelmäßigen Sitzungen zu kommen und erst recht, wenn sich noch nicht direkt danach ein besseres Gefühl einstellt.",2,1,2,1.667
AU01.001810,d2_lack_of_knowledge,"Was klingt nach einer sehr herausfordernden Situation, in der Sie sich gerade befinden? Ich frage mich, wie ist denn aktuell Ihr Verhältnis zu Ihrer Tochter? Sehen Sie sie noch regelmäßig?",1,1,2,1.333
AU01.001864,d2_lack_of_knowledge,"Meinten Sie das jetzt mit Ihrer Gallenblase hypothetisch? Also was ich auf jeden Fall sagen kann ist, es ist vollkommen okay, dass Sie sich hier nicht heimisch fühlen, aber ich würde gerne nachvollziehen, warum. Könnten Sie mir bitte einige Gründe nennen, warum? Also Sie sind ja aus einem anderen Land und sind hier angekommen und Ihre Kinder scheinen auf jeden Fall sich etabliert zu haben, aber ich würde gerne besser verstehen, was bei Ihnen los ist, warum Sie das Gefühl haben, dass Sie hier nicht ankommen können. Das wäre mir wirklich wichtig, wenn Sie mir das Ganze mal näher erklären könnten.",2,2,3,2.333
AU01.001865,d2_lack_of_knowledge,"Danke, dass Sie mir das sagen. Ich wüsste gerne, welche Momente Ihnen das Gefühl gegeben haben, dass ich Ihnen das mehr vorspiele, als dass Sie das Gefühl haben, dass ich mich wirklich um Sie kümmere. Es wäre schön, wenn Sie mir ein paar Beispiele geben könnten. Ich möchte mich wirklich gerne mit Ihnen und Ihrem Problem auseinandersetzen. Ich habe vielleicht nicht das Gleiche durchgemacht, wie Sie, aber vielleicht kann ich Ihnen mit dem, was ich weiß, helfen. Wenn Sie weiterhin Probleme haben, dass Sie das Gefühl haben, dass wir nicht zusammenpassen, dann kann ich das natürlich verstehen. Aber ich finde Ihre Problematik durchaus wichtig und ich akzeptiere und respektiere Ihre Situation. Ich möchte Ihnen wirklich gerne helfen.",4,2,2,2.667
AU01.001866,d2_lack_of_knowledge,"Das kann ich gut nachvollziehen. Also was sie mir alles bis jetzt erzählt haben, kann ich mir sehr gut vorstellen, dass das für sie so eine Zwickmühle ist. Auf der einen Seite haben sie da jemanden, den sie wirklich gerne haben und auf der anderen Seite ist da ihre Kultur. Wollen wir vielleicht einfach mal schauen, was genau die Situationen sind, wo sie merken, dass sie sich durch ihre Kultur unter Druck gesetzt haben. Was ich raus höre, ist auf jeden Fall, dass sie ihren Freund wirklich sehr mögen und ich würde mich freuen, wenn sie mir noch ein bisschen mehr darüber erzählen.",2,4,3,3.0
AU01.001894,d2_lack_of_knowledge,"Naja, also erstmal kann ich Ihnen versprechen, dass ich mich auf jeden Fall kümmern möchte, dass es mir wichtig ist, dass Sie sich hier wohlfühlen, dass es Ihnen besser geht. Allerdings muss ich Ihnen natürlich zustimmen, dass meine Situation eine ganz andere ist als Ihre. Und ich kann versuchen zu verstehen, was das Problem ist und ich würde mich freuen, wenn Sie bereit sind, mir das auch ein bisschen genauer zu erklären. Das ist für mich vielleicht auch gar nicht so leicht, da irgendwie alles zu verstehen, aber ich fände es gut, wenn wir das zusammen angehen könnten, wenn Sie da geduldig mit mir sind und mir das alles nochmal erklären. Wenn Sie allerdings sagen, da fühlen Sie sich nicht wohl mit und Sie haben das Gefühl, ich verstehe das trotzdem nicht, auch wenn Sie es mir nochmal erklären, dann ist das natürlich auch kein Problem, weil so eine Therapie natürlich nur funktioniert, wenn wir uns beide wohl miteinander fühlen. Und wenn Sie das Gefühl haben, dass Sie da eine andere Person brauchen, mit der Sie sprechen können, die Sie vielleicht besser versteht, dann ist das natürlich auch in Ordnung, wenn Sie da lieber mit jemand anderem darüber reden möchten.",3,3,2,2.667
AU01.001895,d2_lack_of_knowledge,"Ich glaube, das müssen Sie mir jetzt nochmal genauer erklären. Also Sie haben gesagt, dass das in Ihrer Community so ist, dass die dann schlecht über Sie denken. Wie genau kann ich mir das vorstellen? Sagen die irgendwas Schlechtes? Reagieren die irgendwie blöd auf Sie? Können Sie mir das nochmal genauer erklären?",3,3,3,3.0
AU01.001929,d2_lack_of_knowledge,"Darf ich Sie fragen, weil ich das nicht so ganz genau verstehe, was Sie damit meinen mit Ihre Gallenblase ist geplatzt. Das habe ich jetzt so noch nie gehört. Da wäre ich Ihnen sehr dankbar, wenn Sie mir das kurz erklären könnten.",2,4,4,3.333
AU01.001937,d2_lack_of_knowledge,"Darf ich Sie bitten, mir das ein bisschen genauer zu erklären, was das so heißt, nach Ihren Traditionen zu erziehen? Also ich bin nicht aus dem muslimischen Bereich. Mich interessiert das, was bedeutet das, was heißt das genau? Warum wird es da so wahrgenommen, dass Ihnen das angekreidet wird, wenn Ihre Tochter jemanden aus einem anderen Religionskreis heiratet?",4,3,3,3.333
AU01.001938,d2_lack_of_knowledge,"Das möchte ich Ihnen nicht absprechen, da haben Sie durchaus recht, dass ich in einem anderen Kulturen- und Religionskreis aufgewachsen bin. Ich würde Sie jedoch bitten, vielleicht wäre es möglich, mir da eine Chance zu geben, indem Sie mir Dinge erklären, indem ich mir erlaube nachzufragen, wenn ich was nicht verstehe, weil Sie haben durchaus recht. Es ist wichtig, dass Sie den Eindruck haben, dass ich Sie gut verstehe.",3,3,2,2.667
AU01.001954,d2_lack_of_knowledge,"Ich höre, dass Sie auch ganz schön Zweifel haben, ob das überhaupt was bringt mit der Therapie. Ob Ihnen das helfen kann? Lassen Sie uns noch mal schauen, was genau Ihre Zweifel sind oder Befürchtungen. Ja, lassen Sie uns noch mal gemeinsam da drauf schauen.",1,3,2,2.0
AU01.001956,d2_lack_of_knowledge,"Sie haben den Eindruck, dass das gar nicht geht, dass Sie mit Ihren Problemen jetzt auf Ihre Familie zugehen. Das ist was, was überhaupt nicht möglich ist. Dann lassen Sie uns mal gucken, was Sie sich wünschen oder was Sie tun können für eine Entlastung für sich selbst.",1,2,1,1.333
AU01.001957,d2_lack_of_knowledge,"Das kann ich mir vorstellen. Das ist sehr belastend, das in der Situation für Sie. In welchen Situationen merken Sie denn diese Belastung? Wann ist das denn besonders stark, dass es Ihnen damit nicht so gut geht?",1,1,1,1.0
AU01.001961,d2_lack_of_knowledge,"Oh, das kann ich verstehen. Lassen Sie, aber trotzdem verstehe ich noch nicht ganz, was ist das praktisch? Was gibt Ihnen das Gefühl, dass Sie sich trennen sollten? Können Sie mir das noch ein bisschen mehr erklären? Irgendwie erlebe ich es so, als ob Sie zwischen zwei, zwischen Ihren Eltern in Ihrem Freund stehen.",1,3,3,2.333
AU01.001963,d2_lack_of_knowledge,"Oh, das finde ich interessant. Das würde ich gern noch ein bisschen besser verstehen. Was ist das praktisch? Warum kann in Ihrer Kultur, warum können Sie sich das als Frau nicht erlauben, psychische Probleme anzusprechen? Könnten Sie mir das noch ein bisschen besser erklären?",3,3,4,3.333
AU01.001964,d2_lack_of_knowledge,"Oh, das tut mir mega leid, dass Sie das Gefühl haben, dass ich Sie überhaupt nicht verstehen kann. Das ist mir ein ganz, ganz wichtiges Anliegen, Sie zu verstehen. Können Sie mir erklären, woran Sie das festmachen? Was ist das? Womit verunsichere ich Sie so?",3,2,1,2.0
AU01.001978,d2_lack_of_knowledge,"Vielen Dank für die Erklärung. Ich bin mir nur nicht sicher, ob ich richtig verstehe. Möchten Sie mir gerne erklären, damit ich besser verstehen kann, was Sie genau mit der Tradition meinen? Oder warum Sie das zu einem schwachen Mann macht? Das würde mich interessieren.",4,4,4,4.0
AU01.001979,d2_lack_of_knowledge,"Das glaube ich Ihnen. Wenn ich Sie richtig verstanden habe, hört sich auch das danach an als hätten Sie sich einsam und überfordert gefühlt. Ich würde mich noch dafür interessieren wie Sie das Gefühl meinen sich fremd zu fühlen und ich habe glaube ich nicht ganz verstanden wie Sie das meinen, dass Ihre Gallenblase geplatzt sei.",3,3,3,3.0
AU01.001980,d2_lack_of_knowledge,"Ich höre, dass Sie sich unsicher wegen Ihren Sprachkenntnissen und wegen der Therapie sind. Wollen Sie mir vielleicht noch genau erklären, was Sie befürchten oder weswegen Sie sich so unsicher sind? Ich denke, wir haben die Möglichkeit, das gemeinsam zu bewältigen.",2,3,1,2.0
