id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.001490,d2_lack_of_knowledge,"Ja, ich verstehe, dass es in ihrer Kultur und genauer gesagt in ihrer Familie auch noch mal schwierig ist, über Probleme zu sprechen. Das wird nicht gerne gehört. Vielleicht können Sie mir mal erzählen, was genau die Schwierigkeit ist, warum man nicht darüber redet. Ist das Scham oder das Gefühl, als Familie darf man keine Probleme haben und es läuft alles gut oder was genau macht es so schwierig, darüber zu sprechen?","Yes, I understand that in her culture and more precisely in her family it is difficult to talk about problems. That's not something people like to hear. Maybe you can tell me what exactly the difficulty is, why people don't talk about it. Is it shame or the feeling that as a family you can't have problems and everything is going well or what exactly makes it so difficult to talk about it?",3,3,2,2.667
AU01.001491,d2_lack_of_knowledge,"Das muss für sie sehr schwierig sein, den Weg ihrer Tochter zu akzeptieren und gleichzeitig so gegen Mauern in der eigenen Gemeinschaft zu laufen und da vielleicht sogar ausgegrenzt zu werden. Vielleicht können sie mir erzählen, wie diese Ausgrenzung ausschaut und was das mit ihnen macht.",It must be very difficult for her to accept her daughter's path and at the same time run into walls in her own community and perhaps even be excluded. Maybe you can tell me what this exclusion looks like and what it does to you.,4,4,2,3.333
AU01.001516,d2_lack_of_knowledge,"Das heißt, Sie haben eine Vorstellung davon, wie andere auf die Situation reagieren werden. Und das beunruhigt Sie, Sie haben die Vorstellung, dass Ihnen das angekreidet wird. Was meinen Sie, wie Sie, wie die anderen darauf reagieren werden, was sie zu Ihnen sagen werden?","This means you have an idea of ​​how others will react to the situation. And that worries you, you have the idea that this is being blamed on you. How do you think others will react to what they say to you?",2,3,2,2.333
AU01.001517,d2_lack_of_knowledge,"Das heißt, sie haben das Gefühl, dass sie zwischen den beiden Parteien stehen, zwischen ihrer Familie und ihrem Partner. Die Familie kann ihnen aber eigentlich ganz gut leiden. Können sie noch genauer beschreiben, worin die Schwierigkeit für ihre Eltern besteht?","That is, they feel like they are standing between the two parties, between their family and their partner. But the family actually likes them quite well. Can you describe in more detail what the difficulty is for your parents?",3,4,3,3.333
AU01.001518,d2_lack_of_knowledge,"Ich habe gehört, dass es für Sie schwierig ist, einzuschätzen, ob Sie sich auf die Therapie einlassen können, ob das gut so ist, wie Sie es machen. Könnten Sie mir noch genauer erklären, warum Sie denken, dass Sie sich vielleicht nicht gut genug ausdrücken können?",I've heard that it's difficult for you to assess whether you can commit to therapy and whether the way you're doing it is a good thing. Could you explain to me in more detail why you think you might not be able to express yourself well enough?,4,2,2,2.667
AU01.001539,d2_lack_of_knowledge,"Ja, das ist oft so, dass dann die Hoffnung erstmal runterfährt, wenn die Kinder aus dem Haus sind und man jetzt wieder auf sich selber schauen muss als Frau, als Mutter, in ihr eigenes Leben zurückkehren bzw. in ihr neues eigenes Leben zurückkehren. Dafür sind wir jetzt da und da müssen wir jetzt dran arbeiten.","Yes, it is often the case that hope goes down when the children leave the house and you now have to look at yourself again as a woman, as a mother, return to your own life or return to your new life. That's what we're here for now and we have to work on it now.",1,0,2,1.0
AU01.001540,d2_lack_of_knowledge,"Vielleicht müssen Sie es mir noch besser erklären. Sie wollen ja jetzt auch in unserer neuen Welt hier weiter leben und besser leben als vorher. Deswegen sind Sie auch gekommen. Also wäre es gut, wenn wir beide noch mal gucken, wo sie gerade stehen und was der Unterschied ist und wo sie merken, dass sie sich nicht verstanden fühlen und dass wir dann schauen, wie wir das verbessern können.",Maybe you need to explain it to me better. You now want to continue living here in our new world and live better than before. That's why you came. So it would be good if we both took another look at where they are at the moment and what the difference is and where they notice that they don't feel understood and then we see how we can improve that.,1,0,2,1.0
AU01.001541,d2_lack_of_knowledge,"Ja, das stimmt, das habe ich schon oft erlebt bei Frauen aus ihrer Kultur. Aber jetzt sind sie hier und wir können uns zusammen austauschen, was sind die Unterschiede und was sind auch die gemeinsamen Unterschiede von Frauen in der ganzen Welt, in verschiedenen Welten. Also wir können nicht nur die Unterschiede feststellen, wir können auch die Gemeinsamkeiten und wir wollen, dass sie in ihrer neuen Heimat nun Fuß fassen und sich für sich um sich selbst besser kümmern können und auch wieder Hoffnung entwickeln und sich auch wieder freuen können.","Yes, that's true, I've often experienced that with women from their culture. But now they are here and we can exchange ideas together about what are the differences and what are the common differences of women all over the world, in different worlds. So not only can we identify the differences, we can also identify the similarities and we want them to be able to gain a foothold in their new home and take better care of themselves and also develop hope and be happy again.",1,1,2,1.333
AU01.001574,d2_lack_of_knowledge,"Ich verstehe, dass es für sie ein ziemliches Dilemma ist zwischen den Erwartungen ihrer Familie und ihrer Beziehung. Gibt es denn auch Möglichkeiten da in der muslimischen Familie, dass das auch gelockert wird? Gibt es da Unterschiede? Ich stelle mir so vor, dass es strengere muslimische Familien gibt und weniger strenge gibt, die da mehr zulassen und fällt ihnen vielleicht jemand ein, wo die Eltern am Anfang strenger waren und sich dann doch mehr darauf eingelassen haben auf Abweichungen durch die Kinder.",I understand that it's quite a dilemma for her between her family's expectations and her relationship. Are there options in the Muslim family for this to be relaxed? Are there any differences? I imagine that there are stricter Muslim families and there are less strict ones that allow more and perhaps you can think of someone where the parents were stricter at the beginning and then became more accommodating to the children's deviations.,2,3,2,2.333
AU01.001575,d2_lack_of_knowledge,"Also das ist für Sie eine sehr schwierige Situation. Ihr könnt schon verstehen, dass das schwer ist von der Gemeinschaft dann so angesehen zu werden. Gibt es denn in Ihrem Bekanntenkreis andere, wo das ähnlich, die ähnliche Erfahrungen gemacht haben? Und wissen Sie da vielleicht, wie die das bewältigen konnten?",So this is a very difficult situation for you. You can understand that it is difficult to be viewed that way by the community. Are there others in your circle of acquaintances who have similar experiences? And do you perhaps know how they were able to manage that?,2,3,2,2.333
AU01.001576,d2_lack_of_knowledge,"Ja, ich höre, dass sie das alles sehr mitgenommen hat und weiter mitnimmt, dass sie sich fremd fühlen, ihre Kinder ihre eigenen Wege gehen. Ja, das muss sehr schmerzlich sein und dann merken sie gerade, dass ihre Gallenblase geplatzt sein muss. Also, was ist das für eine Empfindung?","Yes, I hear that everything has taken a lot out of her and continues to affect her, that she feels like a stranger and that her children are going their own way. Yes, that must be very painful and then you just realize that your gallbladder must have burst. So what is this sensation?",2,1,0,1.0
AU01.001681,d2_lack_of_knowledge,"Ich kann mir gut vorstellen, dass es sehr schwierig war für sie, ihr Land zu verlassen und in einem fremden Land ganz neu anzufangen. Was hat sie denn damals bewegt, das Land zu verlassen?",I can well imagine that it was very difficult for them to leave their country and start over in a foreign country. What motivated you to leave the country back then?,1,1,1,1.0
AU01.001682,d2_lack_of_knowledge,da haben sie recht also ich habe das nicht erlebt was sie erlebt haben und werde es auch nie ganz so fühlen können wie sie aber ich möchte verstehen wie sich das für sie anfühlt und würde da gerne mit ihnen gemeinsam drauf schauen und das verstehen warum es ihnen so geht wie es ihnen jetzt geht.,"You're right, I haven't experienced what you've experienced and I'll never be able to feel it quite the way you do, but I want to understand how it feels for you and I'd like to look at it with you and understand why you're feeling the way you are now.",3,3,2,2.667
AU01.001683,d2_lack_of_knowledge,"Das klingt für mich so, als würden Sie sich selbst hart dafür verurteilen, weil Ihnen Ihre Werte und Tradition wichtig sind und Sie das Gefühl haben, dass Sie diese nicht weitergeben können oder weitergegeben werden konnten. Was bedeutet es für Sie denn, ein guter Mann oder ein guter Vater zu sein?",It sounds to me like you're judging yourself harshly because your values ​​and traditions are important to you and you feel like you can't or couldn't pass them on. What does it mean to you to be a good husband or a good father?,4,4,3,3.667
AU01.001698,d2_lack_of_knowledge,"Erstmal finde ich das total schön und mutig, dass sie gerade äußern können, dass sie sich von mir unverstanden fühlen und dass sie glauben, dass ich auch gar nicht so richtig genau weiß, wie ihre Situation gerade ist und wie sich das für sie und ihre Familie anfühlt. Und es stimmt, dass ich keine Expertin für ihre Situation bin und dass ich deshalb auch darauf angewiesen bin, dass ich ihnen ganz viele Fragen stellen kann und dass wir eine gute Zusammenarbeit haben, weil sie eben die Expertin für ihre Situation sind und nur so können wir das irgendwie gemeinsam sortieren und einordnen. Das wäre meine Rolle. Ich würde mir wünschen, dass wir vielleicht noch mal ein bisschen mehr oder ein bisschen genauer hingucken können, wie ihre Situation genau ist und deswegen würde ich ihnen gerne noch mal ein paar Fragen stellen und hoffen, dass ich es vielleicht ein bisschen besser verstehen kann.","First of all, I think it's really nice and courageous that they can express that they feel misunderstood by me and that they believe that I don't really know exactly what their situation is right now and how that feels for them and their family. And it's true that I'm not an expert on your situation and that's why I rely on the fact that I can ask you a lot of questions and that we work well together because you are the expert on your situation and that's the only way we can somehow sort and classify it together. That would be my role. I would like that we could perhaps look a little more or a little more closely into what your situation is exactly and that's why I would like to ask you a few questions again and hope that I can perhaps understand it a little better.",3,4,2,3.0
AU01.001699,d2_lack_of_knowledge,"Ich habe verstanden, dass sie sich nicht wohlfühlen, seit sie in Deutschland sind, und dass sie sich leer fühlen, seit sie ihre Heimat verlassen haben und dass ihre Kinder ihre eigenen Wege gehen. Und zum Ende hin haben sie noch gesagt, dass sie das Gefühl haben, ihre Gallenblase ist geplatzt. Ist das eine Metapher? Wofür genau steht das? Wofür steht diese Gallenblase und was ist da geplatzt?",I understood that they don't feel comfortable since they came to Germany and that they feel empty since they left their homeland and that their children are going their own way. And at the end they said that they felt like their gallbladder had burst. Is that a metaphor? What exactly does this stand for? What does this gallbladder stand for and what caused it to burst?,3,3,3,3.0
AU01.001700,d2_lack_of_knowledge,"Sie sind unsicher, ob sie die Therapie fortführen wollen, weil sie sich nicht so sicher sind, ob sie alles richtig verstehen und ob sie das in Worte fassen können, was sie gerne sagen möchten und überlegen sich stattdessen mehr auf die Deutschkurse zu fokussieren. Das ist ja auch ein guter Gedanke und ich kann den Zwiespalt verstehen. Was ich gerade nicht ganz verstanden habe, ist, ob sie an der Therapie zweifeln, weil sie unsicher sind, ob ihre Deutschkenntnisse nicht gut genug sind oder ob es da noch andere Gründe gibt. Können Sie mir das vielleicht noch klären?","They are unsure whether they want to continue the therapy because they are not so sure whether they understand everything correctly and whether they can put into words what they would like to say and are considering focusing more on the German courses instead. That's a good idea and I can understand the conflict. What I just didn't fully understand is whether they doubt the therapy because they are unsure, whether their knowledge of German is not good enough or whether there are other reasons. Can you perhaps clarify this for me?",4,4,4,4.0
AU01.001738,d2_lack_of_knowledge,"Das klingt, als wären sie hin und hergerissen, ihre Eltern nicht zu belasten, aber auch sich selbst und die Beziehung nicht. Können Sie mir vielleicht genauer erklären, wieso ihre Beziehung in der Gemeinschaft nicht gut ankommt und weshalb ihre Eltern unter der Situation leiden?","It sounds like they are torn between not putting a strain on their parents, but also on themselves and the relationship. Can you perhaps explain to me in more detail why their relationship is not well received in the community and why their parents are suffering from the situation?",4,4,3,3.667
AU01.001739,d2_lack_of_knowledge,"Ich höre raus, dass Traditionen für Sie und für Ihre Gemeinschaft sehr wichtig sind. Können Sie mir diese vielleicht näher erklären? Und mich würde auch interessieren, wie Sie sich gefühlt haben, als Sie von den Hochzeitsplänen Ihrer Tochter erfahren haben.",I hear that traditions are very important to you and your community. Can you perhaps explain this to me in more detail? And I would also like to know how you felt when you found out about your daughter's wedding plans.,3,4,3,3.333
AU01.001740,d2_lack_of_knowledge,"Ja, ich gebe gern zu, dass sich das in meiner Kultur anders gestaltet, aber mir ist total wichtig, dass ich ihre Situation besser verstehen kann, einfach damit wir hier gemeinsam einen Weg gehen können, der für sie passt und der auch zu ihrer Kultur passt. Ja, daher würde ich mich wirklich freuen, wenn Sie mir erklären können, wieso Frauen in ihrer Kultur sich sowas nicht erlauben dürfen.","Yes, I'm happy to admit that things are different in my culture, but it's really important to me that I can understand your situation better, simply so that we can work together on a path that suits you and that also fits your culture. Yes, so I would really be happy if you could explain to me why women in your culture are not allowed to do something like that.",4,4,3,3.667
AU01.001808,d2_lack_of_knowledge,"Da haben Sie recht. Ich kann beim besten Willen nicht genau nachempfinden und nachvollziehen, in welcher Situation Sie sich gerade befinden. Aber gerne höre ich Ihnen dann noch mal genauer zu, um das vielleicht besser verstehen zu können.","You're right. With the best will in the world, I can't exactly empathize with the situation you're in right now. But I would be happy to listen to you more closely so that I can perhaps understand it better.",3,2,2,2.333
AU01.001809,d2_lack_of_knowledge,"Ich glaube Ihnen, dass dieses Setting für Sie bisher noch sehr ungewohnt ist und ich kann auch gut verstehen, dass es auf den ersten Blick vielleicht merkwürdig erscheint zu diesen regelmäßigen Sitzungen zu kommen und erst recht, wenn sich noch nicht direkt danach ein besseres Gefühl einstellt.",I believe that this setting is still very unusual for you and I can also understand that at first glance it may seem strange to come to these regular sessions and especially if you don't feel better immediately afterwards.,2,1,2,1.667
AU01.001810,d2_lack_of_knowledge,"Was klingt nach einer sehr herausfordernden Situation, in der Sie sich gerade befinden? Ich frage mich, wie ist denn aktuell Ihr Verhältnis zu Ihrer Tochter? Sehen Sie sie noch regelmäßig?","What sounds like a very challenging situation you are in right now? I'm wondering, what is your relationship with your daughter like now? Do you still see her regularly?",1,1,2,1.333
AU01.001864,d2_lack_of_knowledge,"Meinten Sie das jetzt mit Ihrer Gallenblase hypothetisch? Also was ich auf jeden Fall sagen kann ist, es ist vollkommen okay, dass Sie sich hier nicht heimisch fühlen, aber ich würde gerne nachvollziehen, warum. Könnten Sie mir bitte einige Gründe nennen, warum? Also Sie sind ja aus einem anderen Land und sind hier angekommen und Ihre Kinder scheinen auf jeden Fall sich etabliert zu haben, aber ich würde gerne besser verstehen, was bei Ihnen los ist, warum Sie das Gefühl haben, dass Sie hier nicht ankommen können. Das wäre mir wirklich wichtig, wenn Sie mir das Ganze mal näher erklären könnten.","Did you mean that hypothetically about your gallbladder? So what I can definitely say is, it's totally okay that you don't feel at home here, but I would like to understand why. Could you please give me some reasons why? So you're from another country and you've arrived here and your children definitely seem to have established themselves, but I would like to understand better what's going on with you, why you feel like you can't get here. It would be really important to me if you could explain the whole thing to me in more detail.",2,2,3,2.333
AU01.001865,d2_lack_of_knowledge,"Danke, dass Sie mir das sagen. Ich wüsste gerne, welche Momente Ihnen das Gefühl gegeben haben, dass ich Ihnen das mehr vorspiele, als dass Sie das Gefühl haben, dass ich mich wirklich um Sie kümmere. Es wäre schön, wenn Sie mir ein paar Beispiele geben könnten. Ich möchte mich wirklich gerne mit Ihnen und Ihrem Problem auseinandersetzen. Ich habe vielleicht nicht das Gleiche durchgemacht, wie Sie, aber vielleicht kann ich Ihnen mit dem, was ich weiß, helfen. Wenn Sie weiterhin Probleme haben, dass Sie das Gefühl haben, dass wir nicht zusammenpassen, dann kann ich das natürlich verstehen. Aber ich finde Ihre Problematik durchaus wichtig und ich akzeptiere und respektiere Ihre Situation. Ich möchte Ihnen wirklich gerne helfen.","Thank you for telling me that. I'd like to know what moments made you feel like I was faking it to you more than you felt like I really cared about you. It would be nice if you could give me a few examples. I would really like to deal with you and your problem. I may not have been through the same things as you, but perhaps I can help you with what I know. If you continue to have problems, that you feel like we're not compatible, then of course I can understand that. But I think your problem is important and I accept and respect your situation. I would really like to help you.",4,2,2,2.667
AU01.001866,d2_lack_of_knowledge,"Das kann ich gut nachvollziehen. Also was sie mir alles bis jetzt erzählt haben, kann ich mir sehr gut vorstellen, dass das für sie so eine Zwickmühle ist. Auf der einen Seite haben sie da jemanden, den sie wirklich gerne haben und auf der anderen Seite ist da ihre Kultur. Wollen wir vielleicht einfach mal schauen, was genau die Situationen sind, wo sie merken, dass sie sich durch ihre Kultur unter Druck gesetzt haben. Was ich raus höre, ist auf jeden Fall, dass sie ihren Freund wirklich sehr mögen und ich würde mich freuen, wenn sie mir noch ein bisschen mehr darüber erzählen.","I can understand that well. From everything they've told me so far, I can very well imagine that this is such a dilemma for them. On the one hand, they have someone they really like and on the other hand, there is their culture. Maybe we just want to take a look at what exactly are the situations where they notice that they have put themselves under pressure because of their culture. What I hear is definitely that they really like their boyfriend and I would be happy if they told me a little more about it.",2,4,3,3.0
AU01.001894,d2_lack_of_knowledge,"Naja, also erstmal kann ich Ihnen versprechen, dass ich mich auf jeden Fall kümmern möchte, dass es mir wichtig ist, dass Sie sich hier wohlfühlen, dass es Ihnen besser geht. Allerdings muss ich Ihnen natürlich zustimmen, dass meine Situation eine ganz andere ist als Ihre. Und ich kann versuchen zu verstehen, was das Problem ist und ich würde mich freuen, wenn Sie bereit sind, mir das auch ein bisschen genauer zu erklären. Das ist für mich vielleicht auch gar nicht so leicht, da irgendwie alles zu verstehen, aber ich fände es gut, wenn wir das zusammen angehen könnten, wenn Sie da geduldig mit mir sind und mir das alles nochmal erklären. Wenn Sie allerdings sagen, da fühlen Sie sich nicht wohl mit und Sie haben das Gefühl, ich verstehe das trotzdem nicht, auch wenn Sie es mir nochmal erklären, dann ist das natürlich auch kein Problem, weil so eine Therapie natürlich nur funktioniert, wenn wir uns beide wohl miteinander fühlen. Und wenn Sie das Gefühl haben, dass Sie da eine andere Person brauchen, mit der Sie sprechen können, die Sie vielleicht besser versteht, dann ist das natürlich auch in Ordnung, wenn Sie da lieber mit jemand anderem darüber reden möchten.","Well, first of all I can promise you that I definitely want to take care of you, that it is important to me that you feel comfortable here, that you feel better. However, I have to agree with you that my situation is completely different than yours. And I can try to understand what the problem is and I would be happy if you are willing to explain this to me in a little more detail. Maybe it's not that easy for me to understand everything, but I think it would be good if we could tackle it together, if you would be patient with me and explain everything to me again. However, if you say that you don't feel comfortable with that and you have the feeling that I still don't understand it, even if you explain it to me again, then of course that's not a problem because such therapy only works if we both feel comfortable with each other. And if you feel like you need someone else to talk to who might understand you better, then that's of course okay if you'd rather talk to someone else about it.",3,3,2,2.667
AU01.001895,d2_lack_of_knowledge,"Ich glaube, das müssen Sie mir jetzt nochmal genauer erklären. Also Sie haben gesagt, dass das in Ihrer Community so ist, dass die dann schlecht über Sie denken. Wie genau kann ich mir das vorstellen? Sagen die irgendwas Schlechtes? Reagieren die irgendwie blöd auf Sie? Können Sie mir das nochmal genauer erklären?",I think you need to explain this to me in more detail now. So you said that it's like that in your community that they then think badly of you. How exactly can I imagine this? Are they saying anything bad? Do they react to you in a stupid way? Can you explain this to me again in more detail?,3,3,3,3.0
AU01.001929,d2_lack_of_knowledge,"Darf ich Sie fragen, weil ich das nicht so ganz genau verstehe, was Sie damit meinen mit Ihre Gallenblase ist geplatzt. Das habe ich jetzt so noch nie gehört. Da wäre ich Ihnen sehr dankbar, wenn Sie mir das kurz erklären könnten.","May I ask you, because I don't really understand what you mean by your gallbladder burst? I've never heard that before. I would be very grateful if you could briefly explain this to me.",2,4,4,3.333
AU01.001937,d2_lack_of_knowledge,"Darf ich Sie bitten, mir das ein bisschen genauer zu erklären, was das so heißt, nach Ihren Traditionen zu erziehen? Also ich bin nicht aus dem muslimischen Bereich. Mich interessiert das, was bedeutet das, was heißt das genau? Warum wird es da so wahrgenommen, dass Ihnen das angekreidet wird, wenn Ihre Tochter jemanden aus einem anderen Religionskreis heiratet?","Can I ask you to explain to me in a little more detail what it means to be raised according to your traditions? So I'm not from the Muslim area. I'm interested, what does that mean, what does that mean exactly? Why is it perceived that you are blamed if your daughter marries someone from a different religious group?",4,3,3,3.333
AU01.001938,d2_lack_of_knowledge,"Das möchte ich Ihnen nicht absprechen, da haben Sie durchaus recht, dass ich in einem anderen Kulturen- und Religionskreis aufgewachsen bin. Ich würde Sie jedoch bitten, vielleicht wäre es möglich, mir da eine Chance zu geben, indem Sie mir Dinge erklären, indem ich mir erlaube nachzufragen, wenn ich was nicht verstehe, weil Sie haben durchaus recht. Es ist wichtig, dass Sie den Eindruck haben, dass ich Sie gut verstehe.","I don't want to deny you that, you are absolutely right that I grew up in a different culture and religion. However, I would ask you, perhaps it would be possible to give me a chance by explaining things to me, by allowing me to ask questions if I don't understand something, because you are absolutely right. It is important that you have the impression that I understand you well.",3,3,2,2.667
AU01.001954,d2_lack_of_knowledge,"Ich höre, dass Sie auch ganz schön Zweifel haben, ob das überhaupt was bringt mit der Therapie. Ob Ihnen das helfen kann? Lassen Sie uns noch mal schauen, was genau Ihre Zweifel sind oder Befürchtungen. Ja, lassen Sie uns noch mal gemeinsam da drauf schauen.","I hear that you also have a lot of doubts about whether the therapy will achieve anything at all. Can this help you? Let's look again at what exactly your doubts or fears are. Yes, let's take another look at it together.",1,3,2,2.0
AU01.001956,d2_lack_of_knowledge,"Sie haben den Eindruck, dass das gar nicht geht, dass Sie mit Ihren Problemen jetzt auf Ihre Familie zugehen. Das ist was, was überhaupt nicht möglich ist. Dann lassen Sie uns mal gucken, was Sie sich wünschen oder was Sie tun können für eine Entlastung für sich selbst.","You have the impression that this is not possible, that you should now approach your family with your problems. This is something that is not possible at all. Then let's see what you want or what you can do to relieve yourself.",1,2,1,1.333
AU01.001957,d2_lack_of_knowledge,"Das kann ich mir vorstellen. Das ist sehr belastend, das in der Situation für Sie. In welchen Situationen merken Sie denn diese Belastung? Wann ist das denn besonders stark, dass es Ihnen damit nicht so gut geht?",I can imagine that. This is very stressful for you in this situation. In what situations do you notice this stress? When is it particularly strong that you are not doing so well with it?,1,1,1,1.0
AU01.001961,d2_lack_of_knowledge,"Oh, das kann ich verstehen. Lassen Sie, aber trotzdem verstehe ich noch nicht ganz, was ist das praktisch? Was gibt Ihnen das Gefühl, dass Sie sich trennen sollten? Können Sie mir das noch ein bisschen mehr erklären? Irgendwie erlebe ich es so, als ob Sie zwischen zwei, zwischen Ihren Eltern in Ihrem Freund stehen.","Oh, I can understand that. Let's say, but still I don't quite understand, what's the practicality of this? What makes you feel like you should break up? Can you explain this to me a little more? Somehow I experience it as if you are standing between two, between your parents and your boyfriend.",1,3,3,2.333
AU01.001963,d2_lack_of_knowledge,"Oh, das finde ich interessant. Das würde ich gern noch ein bisschen besser verstehen. Was ist das praktisch? Warum kann in Ihrer Kultur, warum können Sie sich das als Frau nicht erlauben, psychische Probleme anzusprechen? Könnten Sie mir das noch ein bisschen besser erklären?","Oh, I find that interesting. I would like to understand this a little better. What is this practical? Why can't you, as a woman, allow yourself to address mental health issues in your culture? Could you explain this to me a little better?",3,3,4,3.333
AU01.001964,d2_lack_of_knowledge,"Oh, das tut mir mega leid, dass Sie das Gefühl haben, dass ich Sie überhaupt nicht verstehen kann. Das ist mir ein ganz, ganz wichtiges Anliegen, Sie zu verstehen. Können Sie mir erklären, woran Sie das festmachen? Was ist das? Womit verunsichere ich Sie so?","Oh, I'm so sorry that you feel like I can't understand you at all. This is very, very important to me, to understand you. Can you explain to me how you determine this? What is that? How am I making you so insecure?",3,2,1,2.0
AU01.001978,d2_lack_of_knowledge,"Vielen Dank für die Erklärung. Ich bin mir nur nicht sicher, ob ich richtig verstehe. Möchten Sie mir gerne erklären, damit ich besser verstehen kann, was Sie genau mit der Tradition meinen? Oder warum Sie das zu einem schwachen Mann macht? Das würde mich interessieren.",Thank you for the explanation. I'm just not sure if I understand correctly. Would you like to explain to me so that I can better understand what exactly you mean by tradition? Or why does that make you a weak man? I would be interested in that.,4,4,4,4.0
AU01.001979,d2_lack_of_knowledge,"Das glaube ich Ihnen. Wenn ich Sie richtig verstanden habe, hört sich auch das danach an als hätten Sie sich einsam und überfordert gefühlt. Ich würde mich noch dafür interessieren wie Sie das Gefühl meinen sich fremd zu fühlen und ich habe glaube ich nicht ganz verstanden wie Sie das meinen, dass Ihre Gallenblase geplatzt sei.","I believe you. If I understood you correctly, it also sounds like you felt lonely and overwhelmed. I would be interested to know what you mean by the feeling of feeling alien and I don't think I fully understand what you mean by your gallbladder bursting.",3,3,3,3.0
AU01.001980,d2_lack_of_knowledge,"Ich höre, dass Sie sich unsicher wegen Ihren Sprachkenntnissen und wegen der Therapie sind. Wollen Sie mir vielleicht noch genau erklären, was Sie befürchten oder weswegen Sie sich so unsicher sind? Ich denke, wir haben die Möglichkeit, das gemeinsam zu bewältigen.",I hear that you are unsure about your language skills and about therapy. Would you like to explain to me exactly what you are afraid of or why you are so unsure? I think we have the opportunity to overcome this together.,2,3,1,2.0
AU01.002002,d2_lack_of_knowledge,"Ich habe verstanden, dass die Situation sie in einen Konflikt bringt, den sie, oder das ist jetzt meine Frage, ob sie den hier versuchen wollen zu verstehen und zu lösen.","I understand that the situation brings you into a conflict that you, or this is now my question, whether you want to try to understand and resolve.",1,0,1,0.667
AU01.002003,d2_lack_of_knowledge,"Schauen Sie, ich würde gerne verstehen, was genau es für Sie und Ihre Familie bedeutet und das Ganze besser einordnen zu können und Ihnen dann, wenn möglich, natürlich gerne auch weiterhelfen.","Look, I would like to understand what exactly it means for you and your family and to be able to understand the whole thing better and then of course I would be happy to help you if possible.",2,2,2,2.0
AU01.002004,d2_lack_of_knowledge,"Sie überlegen, ob sie die Therapie abbrechen sollen und diese Zeit zum Beispiel in Deutsch lernen investieren sollen. Gleichzeitig erzählen sie gerade, dass sie oft gestresst sind und diesen Teil können wir uns zum Beispiel gemeinsam anschauen, damit sie weniger gestresst, leichter Deutsch lernen können und ausländliche Situationen drumherum eventuell etwas leichter von der Hand gehen. Können wir machen, müssen wir aber nicht.","They are considering whether they should stop the therapy and invest this time in learning German, for example. At the same time, they are currently saying that they are often stressed and we can look at this part together, for example, so that they are less stressed, can learn German more easily and foreign situations may be a little easier to deal with. We can do it, but we don't have to.",1,0,1,0.667
AU01.002021,d2_lack_of_knowledge,"Ich würde Sie da gerne nochmal dazu befragen, um Sie besser zu verstehen. Was würde es denn für Sie heißen, Ihre Tochter nach den Traditionen zu erziehen? Also was wäre Ihnen denn da wichtig gewesen und was meinen Sie damit, dass Sie sich als einen schwachen Mann sehen?",I would like to ask you about this again to understand you better. What would it mean for you to raise your daughter according to traditions? So what would have been important to you and what do you mean by the fact that you see yourself as a weak man?,4,4,4,4.0
AU01.002022,d2_lack_of_knowledge,"Oh, ich würde Sie gern gleich nochmal zu Ihren aktuellen Problemen fragen, aber was meinen Sie gerade am Ende, als Sie sagten, Ihre Gallenblase ist geplatzt?","Oh, I'd like to ask you again about your current problems, but what did you mean at the end when you said your gallbladder burst?",2,2,3,2.333
AU01.002023,d2_lack_of_knowledge,"Wie würde Ihre Familie denn reagieren, wenn Sie das ansprechen? Beziehungsweise, vielleicht können Sie mich auch mal ein bisschen aufklären, wie würde denn Ihrer Kultur nach eine Frau an Ihrer Stelle sich jetzt verhalten?","How would your family react if you brought this up? Or perhaps you can enlighten me a little, according to your culture, how would a woman in your position behave now?",3,4,3,3.333
AU01.002047,d2_lack_of_knowledge,"Es tut mir sehr leid zu hören. Kann sie mir noch genau erklären, inwiefern sie das mitnimmt?",I'm very sorry to hear that. Can she explain to me exactly how she feels about this?,2,1,2,1.667
AU01.002048,d2_lack_of_knowledge,"Ich verstehe, dass es für sie keine leichte Situation ist. Ich nehme die Therapie bisher als sehr förderlich war. Ich verstehe sie sehr gut und habe das Gefühl, ich kann ihnen gut folgen, aber ich könnte auch verstehen, wenn sie sagen, dass sie nicht die Kapazität dafür haben.","I understand that it is not an easy situation for her. I think the therapy has been very beneficial so far. I understand them very well and feel like I can follow them well, but I could also understand if they say they don't have the capacity for it.",2,1,1,1.333
AU01.002049,d2_lack_of_knowledge,Es tut mir sehr leid für Sie. Wie geht es Ihnen damit? Was möchten Sie?,I'm very sorry for you. How are you doing with that? What do you wish?,1,1,1,1.0
AU01.002095,d2_lack_of_knowledge,"Wieso denken Sie, dass es nicht erlaubt ist für eine Frau in ihrer Kultur dies zu zeigen, was sie gerade gesagt haben?",Why do you think it's not allowed for a woman in your culture to show what you just said?,2,1,1,1.333
