id,dimension,variant_id,model,average_score,llm_score,brief_rationale,error,attempts,runtime_seconds,timestamp
AU01.001270,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.0,4,"Die Therapeutin erfragt explizit das subjektive Erklärungsmodell der Patientin bezüglich der Panikattacken („was Ihre Idee davon ist, wie diese Panikattacken, warum diese Panikattacken da sind“) und fragt nach Heilvorstellungen („was Sie sich vorstellen, was Ihnen dabei helfen könnte“). Sie validiert die Bedeutung der Familie für die Patientin und zeigt Verständnis für deren Sorge, ohne die Sichtweise abzuwerten. Die Formulierung ist empathisch, verständlich und flexibel, und die Fragen sind zielgerichtet auf die Exploration von Krankheits- und Heilungsvorstellungen ausgerichtet. Alle relevanten Leistungsmerkmale der Dimension werden mindestens teilweise erfüllt, insbesondere die explizite Erfragung von Erklärungs- und Heilvorstellungen sowie die Validierung der Patientensichtweise.",,1,1.309,2026-07-14T18:24:15
AU01.001271,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage des Therapeuten bezieht sich auf das Gefühl der Nicht-Verständlichkeit, das der Patient empfindet, und versucht, dieses Gefühl zu benennen und zu validieren. Es wird jedoch kein expliziter Versuch unternommen, das subjektive Erklärungsmodell der Patientin für ihre Probleme oder ihre Heilungsvorstellungen zu erforschen. Es fehlen Fragen nach der persönlichen Deutung der Beschwerden, nach Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine allgemeine Empathie beschränkt, ohne die geforderte Exploration des Krankheits- und Heilungsvorstellungsmodells. Die Formulierung ist verständlich, aber nicht ausreichend für eine höhere Bewertung.",,1,1.968,2026-07-14T18:24:17
AU01.001272,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,3,"Die Therapeut:in fragt explizit nach dem subjektiven Verständnis der Situation („was Sie selbst denken, warum es Ihnen jetzt so geht“), was direkt auf die Exploration des Krankheitsverständnisses abzielt. Zudem zeigt sie Empathie und Validierung der Unsicherheit und Belastung der Patient:in. Allerdings fehlt eine tiefergehende Exploration des Erklärungsmodells (z. B. durch Zusammenfassung oder Nachfragen zu spezifischen Überzeugungen) und keine explizite Frage nach Heilvorstellungen oder Erwartungen an die Therapie. Die Formulierung ist verständlich und angemessen, aber die Exploration bleibt oberflächlich. Daher wird eine Bewertung von 3 vergeben, da zentrale Leistungsmerkmale erfüllt sind, aber nicht alle Dimensionen der Subjektiven Krankheits- und Heilungsvorstellungen ausreichend abgedeckt.",,1,2.318,2026-07-14T18:24:19
AU01.001299,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in zeigt Verständnis für die Skepsis der Patient:in und versucht, eine gemeinsame explorative Haltung einzunehmen ('wir können auch einfach mal zusammen schauen, wohin das führt'). Dies entspricht einer grundlegenden Akzeptanz und Offenheit gegenüber der Patient:in, was die Basis für eine therapeutische Beziehung bildet. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen klare Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension der Exploration von Erklärungs- und Heilvorstellungen zu adressieren.",,1,1.247,2026-07-14T18:24:20
AU01.001300,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in zeigt Empathie und Validierung der Situation, indem sie die Belastung und die Schwierigkeiten des Patienten anerkennt. Es wird eine offene Frage gestellt, ob der Patient Interesse hat, gemeinsam nach Hilfsmöglichkeiten zu suchen, was eine erste Annäherung an die Exploration von Heilvorstellungen darstellt. Allerdings wird das subjektive Erklärungsmodell der Patient:in nicht explizit abgefragt, es fehlen konkrete Fragen nach der persönlichen Deutung der Probleme (z. B. 'Wie erklären Sie sich Ihre Beschwerden?') oder nach Heilvorstellungen ('Was glauben Sie, könnte Ihnen helfen?'). Die Reaktion ist angemessen und verständlich, erfüllt aber nur teilweise die Aufgabenstellung, da die explizite Exploration von Krankheits- und Heilungsvorstellungen fehlt. Daher wird eine Bewertung von 2 vergeben.",,1,1.258,2026-07-14T18:24:21
AU01.001301,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin zeigt Empathie und betont die Bedeutung der richtigen Verständnisgewinnung. Die Frage, ob die Patientin noch einmal erklären könnte, was sie beschäftigt, ist eine offene Einladung zur Erzählung. Allerdings wird das subjektive Erklärungsmodell der Patientin oder ihre Heilvorstellungen nicht explizit erfragt. Es fehlen spezifische Fragen nach der persönlichen Krankheits- oder Heilvorstellung, wie z. B. 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?' oder 'Welche Erwartungen haben Sie an die Therapie?'. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen ausreichend zu adressieren.",,1,1.251,2026-07-14T18:24:23
AU01.001316,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Aussage zeigt eine grundlegende Anerkennung der gemeinsamen Verantwortung für den Therapieprozess und die Notwendigkeit der Patient:innen-Unterstützung. Allerdings wird keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in angestoßen. Es fehlen Fragen nach dem eigenen Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension der Exploration von Krankheits- und Heilungsvorstellungen zu adressieren.",,1,0.868,2026-07-14T18:24:24
AU01.001317,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in erkennt die Belastung der Patient:in an und zeigt Empathie. Sie erwähnt die Möglichkeit, dass nur Gott die Krankheit nehmen könne, was auf ein subjektives Heilungsvorstellungsmodell eingeht. Allerdings erfolgt keine explizite Exploration des Erklärungsmodells oder der Heilvorstellungen durch gezielte Fragen (z. B. 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?'). Die Aussage bleibt oberflächlich und bietet keine klare Validierung oder Anpassung des therapeutischen Stils an die subjektive Sichtweise. Es fehlen zentrale Leistungsmerkmale wie die Fassung des Erklärungsmodells in eigenen Worten oder die Klärung von Erwartungen. Die Reaktion ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne tiefergehende Exploration oder Validierung des subjektiven Krankheits- und Heilungsvorstellungsmodells.",,1,1.347,2026-07-14T18:24:25
AU01.001318,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in bestätigt die Plausibilität einer möglichen Verbindung zwischen familiären Beziehungen und Befinden und zeigt Interesse an weiteren belastenden Aspekten. Es wird eine gemeinsame Exploration vorgeschlagen. Allerdings wird das subjektive Erklärungsmodell der Patient:in nicht explizit erfragt (z. B. durch direkte Fragen nach deren Sichtweise auf die Ursachen oder Heilungsvorstellungen). Es fehlen zentrale Leistungsmerkmale wie das Fassen von Erklärungsmodellen in eigenen Worten, das Explorieren von Heilvorstellungen oder das Klären von Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' ausreichend zu adressieren.",,1,1.305,2026-07-14T18:24:26
AU01.001332,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage zeigt Verständnis für die Belastung und den Wunsch nach schneller Hilfe, aber es wird kein expliziter Versuch unternommen, die subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in zu erfragen. Es fehlen Fragen nach dem eigenen Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage ist zwar verständlich und empathisch formuliert, bleibt aber auf eine allgemeine Interpretation beschränkt, ohne die Patient:in aktiv in die Exploration ihres eigenen Verständnisses einzubeziehen. Dadurch wird die zielgerichtete Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells nicht umgesetzt.",,1,0.934,2026-07-14T18:24:27
AU01.001333,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,2,"Die Therapeut:in fragt nach dem emotionalen Erleben des Kontaktabbruchs und eröffnet eine Erklärung des Zusammenhangs zwischen familiärem Abbruch und Gesundheitszustand. Dies zeigt eine erste Exploration des subjektiven Erklärungsmodells. Allerdings wird das Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt, es fehlen Fragen nach der eigenen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Formulierung ist angemessen und verständlich, erfüllt aber nur teilweise die Aufgabenstellung, da die explizite Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells fehlt.",,1,1.764,2026-07-14T18:24:29
AU01.001334,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin stellt die Rolle als Gesprächspartnerin klar und betont die Notwendigkeit, von der Patientin Informationen über ihr Erleben zu erhalten. Sie zeigt Verständnis für die Grenzen ihres Wissens und hebt die Expertise der Patientin hervor. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patientin nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen Ebene und erfüllt die Aufgabenstellung nur teilweise.",,1,0.856,2026-07-14T18:24:30
AU01.001375,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,0.333,1,"Die Frage 'Was empfinden Sie so schwierig an der Einsamkeit?' ist allgemein formuliert und bezieht sich nicht explizit auf das subjektive Erklärungsmodell oder die Heilungsvorstellungen der Patient:in. Es erfolgt keine Exploration der persönlichen Krankheits- oder Heilungsvorstellungen, keine Validierung der Sichtweise, keine Klärung von Erwartungen an die Therapie oder eine Anpassung des therapeutischen Stils. Die Aussage ist zudem eher symptomorientiert und verfehlt die zielgerichtete Exploration des individuellen Krankheits- und Heilungsbegriffs. Daher wird die Aufgabenstellung nur unzureichend erfüllt.",,1,1.023,2026-07-14T18:24:31
AU01.001376,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,1,"Die Aussage 'Na dann sagen sie mir doch mal bitte, warum sie sich krank fühlen.' ist eine direkte, aber unreflektierte Aufforderung zur Erklärung, die das subjektive Krankheitsverständnis der Patient:in nicht explizit erfragt. Es fehlt jegliche Exploration der Erklärungs- oder Heilvorstellungen, keine Zusammenfassung, Validierung oder Anpassung des therapeutischen Stils. Die Formulierung wirkt abwertend und drängend, ohne Empathie oder Verständnis für mögliche Zweifel. Es werden keine Fragen nach dem eigenen Verständnis der Krankheit, Heilungserwartungen oder der Rolle des Therapeuten gestellt. Die Gesprächsführung ist unangemessen und nicht für Patient:innen leicht verständlich, da sie keine offene, explorative Haltung zeigt.",,1,1.053,2026-07-14T18:24:32
AU01.001377,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,0.0,1,"Die Frage 'Haben Sie noch Kontakt zu Ihren Eltern?' ist eine allgemeine Anfrage zur Lebenssituation, die nicht explizit nach subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in fragt. Es erfolgt keine Exploration des Erklärungsmodells, keine Validierung der Sichtweise, keine Klärung von Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage ist zudem sehr kurz und unvermittelt, ohne Bezug zum vorherigen Gesprächsverlauf oder therapeutische Reflexion. Es fehlen alle Leistungsmerkmale der Dimension, insbesondere die explizite Erkundung des Krankheits- und Heilverständnisses. Die Reaktion ist unklar und nicht angemessen für die Zielrichtung der Aufgabenstellung.",,1,0.998,2026-07-14T18:24:33
AU01.001421,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,1,"Die Aussage des Therapeuten zeigt eine einfache Wiedergabe des Patientenstatements, ohne explizite Exploration des subjektiven Krankheits- oder Heilungsvorstellungsmodells. Es wird keine Frage nach der persönlichen Erklärung der Beschwerden, nach Heilvorstellungen oder Erwartungen an die Therapie gestellt. Zudem fehlt jegliche Validierung des Erklärungsmodells oder eine Anpassung des therapeutischen Stils an die Sichtweise der Patientin. Die Aussage ist zudem leicht abwertend und suggestiv, da sie die Patientin in eine bestimmte Position drängt („Sie brauchen Unterstützung von außen“), ohne deren Perspektive zu erforschen. Damit wird die zielgerichtete Exploration der subjektiven Krankheits- und Heilungsvorstellungen nicht erfüllt.",,1,1.409,2026-07-14T18:24:35
AU01.001422,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in erklärt den therapeutischen Prozess vergleichend mit einer ärztlichen Untersuchung, um die Notwendigkeit von Fragen zu legitimieren. Es wird angedeutet, dass die Fragen dazu dienen, die Patient:in besser zu verstehen und zu helfen. Allerdings wird weder explizit nach dem subjektiven Erklärungsmodell der Patient:in (z. B. wie sie ihre Beschwerden verstehen) noch nach Heilvorstellungen oder Erwartungen an die Therapie gefragt. Es fehlen zentrale Leistungsmerkmale wie das Fassen von Erklärungsmodellen in eigenen Worten, das Explorieren von Heilvorstellungen oder das Klären von Erwartungen. Die Aussage ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen zu adressieren.",,1,2.085,2026-07-14T18:24:37
AU01.001423,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin betont die Notwendigkeit der gemeinsamen Arbeit und die Bedeutung der Patient:in-Expertise, was die Rolle als Therapeut:in und die Zusammenarbeit klar definiert. Sie zeigt Verständnis für die Notwendigkeit der Patient:in-Informationen zur genauen Lokalisation der Beschwerden. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf der Ebene der Symptomexploration und der therapeutischen Rolle, ohne die geforderte Exploration des individuellen Erklärungs- und Heilungskonzepts. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,2.085,2026-07-14T18:24:39
AU01.001440,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,3,"Die Therapeut:in erfasst die subjektive Schuldvorstellung der Patient:in und verweist auf die religiöse Deutung (Gottes Strafe), was auf eine Exploration des Erklärungsmodells hindeutet. Die Formulierung 'wenn ich das richtig verstanden habe' zeigt eine erste Validierung. Allerdings fehlt eine explizite, offene Frage nach dem eigenen Erklärungsmodell (z. B. 'Wie erklären Sie sich Ihre Schuldgefühle?') oder nach Heilvorstellungen ('Was glauben Sie, könnte Ihnen helfen?'). Die Reaktion ist verständlich und sensibel, bleibt aber auf eine Interpretation beschränkt, ohne die Patient:in aktiv in die Erklärung einzubeziehen. Daher wird eine Bewertung von 3 vergeben, da zentrale Leistungsmerkmale teilweise erfüllt sind, aber die Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells nicht ausreichend systematisch erfolgt.",,1,1.475,2026-07-14T18:24:40
AU01.001441,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in fasst das subjektive Erklärungsmodell der Patient:in (Zusammenhang zwischen fehlendem Familienkontakt und Problemen in anderen Lebensbereichen) in eigenen Worten zusammen, was ein zentrales Leistungsmerkmal der Dimension ist. Allerdings wird keine explizite Frage nach Heilvorstellungen, Erwartungen an die Therapie oder der Validierung des Erklärungsmodells gestellt. Es fehlt eine tiefergehende Exploration der subjektiven Krankheits- und Heilungsvorstellungen, wie z. B. die Frage nach, was die Patient:in selbst als Ursache sieht oder was ihr helfen könnte. Die Reaktion ist verständlich und angemessen, erfüllt aber nur teilweise die Aufgabenstellung, da die Exploration der Heilungsvorstellungen und die Validierung der Sichtweise der Patient:in nicht erfolgen.",,1,2.256,2026-07-14T18:24:43
AU01.001442,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin fragt nach den konkreten Beschwerden und dem Alltagsbelastungsfaktor der Krankheit, was eine erste Exploration der Symptomatik darstellt. Allerdings wird das subjektive Erklärungsmodell der Patientin (z. B. wie sie ihre Krankheit versteht, woher sie kommt, ob sie sie als psychisch, körperlich oder spirituell versteht) nicht explizit erfragt. Auch Heilvorstellungen, Erwartungen an die Therapie oder die Rolle der Therapeutin werden nicht angesprochen. Die Frage nach der Krankheit ist allgemein gehalten und berücksichtigt nicht die explizite Exploration von Krankheits- und Heilungsvorstellungen. Die Reaktion ist verständlich und empathisch formuliert, erfüllt aber nur teilweise die Aufgabenstellung, da die zentrale Dimension der Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells fehlt.",,1,17.376,2026-07-14T18:25:00
AU01.001469,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in erkennt einen möglichen Zusammenhang zwischen dem Kontaktabbruch und den Symptomen und signalisiert die Absicht, dies weiter zu erforschen. Dies zeigt eine grundlegende Auseinandersetzung mit dem subjektiven Erklärungsmodell der Patient:in. Allerdings erfolgt keine explizite, offene Frage nach dem Krankheits- oder Heilungsvorstellungen der Patient:in (z. B. 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?'). Es fehlen auch Validierungen der Sichtweise oder eine klare Anpassung des therapeutischen Stils an die Patient:in. Die Aussage bleibt oberflächlich und beinhaltet keine explizite Exploration des subjektiven Erklärungs- oder Heilungsvorstellungsmodells, was die Aufgabenstellung nur teilweise erfüllt.",,1,1.095,2026-07-14T18:25:01
AU01.001470,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in zeigt eine grundlegende Offenheit, die Panikattacken zu erforschen und betont die Bedeutung gemeinsamer Informationssammlung sowie der Gedankenwelt. Es wird ein kollegialer Ansatz angedeutet, der auf Zusammenarbeit abzielt. Allerdings wird das subjektive Erklärungsmodell der Patient:in oder deren Heilvorstellungen nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Deutung der Beschwerden (z. B. 'Wie erklären Sie sich Ihre Panikattacken selbst?'), nach Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt allgemein und fokussiert auf den therapeutischen Prozess, ohne die individuelle Sichtweise der Patient:in zu explorieren. Damit wird die Aufgabenstellung teilweise erfüllt, jedoch nicht ausreichend tiefgehend, um eine Bewertung über 2 zu rechtfertigen.",,1,1.325,2026-07-14T18:25:03
AU01.001471,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.0,3,"Die Therapeut:in greift das subjektive Erklärungsmodell der Patient:in an, indem sie auf die Schuldgefühle und deren mögliche religiöse Deutung (als Strafe Gottes) eingeht. Sie fragt explizit nach der konkreten Ausprägung der Schuld und verbindet dies mit dem religiösen Kontext, was die Exploration der Krankheitsvorstellung einschließt. Allerdings fehlt eine direkte, offene Frage nach Heilvorstellungen oder Erwartungen an die Therapie. Die Formulierung 'das müssen wir weiter mal genauer anschauen' ist etwas vage und könnte als leicht suggestive Aufforderung interpretiert werden. Dennoch wird das Erklärungsmodell anerkannt und reflektiert, was die Validierung und Flexibilität im therapeutischen Stil zeigt. Die Reaktion ist verständlich und angemessen, aber nicht alle Leistungsmerkmale der Dimension sind vollständig umgesetzt.",,1,1.219,2026-07-14T18:25:04
AU01.001486,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in fasst die subjektive Erlebniswelt der Patient:in (Einsamkeit, ungesunde Beziehung, Angst vor Veränderung) zusammen und zeigt Verständnis. Es erfolgt eine kurze Zusammenfassung, die die subjektive Wahrnehmung der Situation widerspiegelt. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt (z. B. durch Fragen nach der eigenen Erklärung der Beschwerden oder Heilvorstellungen). Es fehlen zentrale Leistungsmerkmale wie die Exploration der Erklärungsmodelle oder Heilvorstellungen. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' ausreichend zu bearbeiten.",,1,2.092,2026-07-14T18:25:06
AU01.001487,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeutin eröffnet die Exploration des Krankheitsverständnisses mit einer allgemeinen Aufforderung, mehr über die 'Krankheit' zu berichten, was die Grundlage für die Erhebung subjektiver Vorstellungen bildet. Sie zeigt eine offene Haltung und betont die Bedeutung des Wissens über die Patientin. Allerdings fehlen explizite Fragen nach dem subjektiven Erklärungsmodell (z. B. 'Wie erklären Sie sich Ihre Beschwerden?'), Heilvorstellungen oder Erwartungen an die Therapie. Es wird kein Versuch unternommen, das Erklärungsmodell der Patientin zu validieren oder zu reflektieren. Die Aussage bleibt oberflächlich und erfüllt die Aufgabenstellung nur teilweise, da die Exploration der subjektiven Krankheits- und Heilungsvorstellungen nicht ausreichend gezielt erfolgt.",,1,1.114,2026-07-14T18:25:07
AU01.001488,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage zeigt eine gewisse Wahrnehmung der Patientin (z. B. Wunsch nach schneller Hilfe, Unbehagen beim Sprechen), aber es erfolgt keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen. Es fehlen Fragen nach dem eigenen Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage ist zudem etwas abwertend und suggestiv (z. B. 'versuchen sie es mal'), was die Gesprächsführung beeinträchtigt. Keine Validierung der Sichtweise der Patientin und keine klare Definition der therapeutischen Rolle. Die Aufgabenstellung zur Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells wird nicht erfüllt.",,1,1.168,2026-07-14T18:25:08
AU01.001513,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in zeigt Verständnis für die belastende Situation und nimmt die subjektive Wahrnehmung des Patienten wahr, indem sie den Druck und die Zweifel an der Wirksamkeit von Gedankenveränderungen anspricht. Allerdings wird das subjektive Erklärungsmodell oder die Heilvorstellungen des Patienten nicht explizit erfragt. Es fehlen Fragen wie 'Wie erklären Sie sich Ihre Beschwerden?', 'Was glauben Sie, könnte Ihnen helfen?' oder eine Validierung der eigenen Sichtweise. Die Reaktion ist angemessen und verständlich, erfüllt aber nur teilweise die Aufgabenstellung, da die Exploration der Krankheits- und Heilungsvorstellungen nicht explizit erfolgt.",,1,0.997,2026-07-14T18:25:09
AU01.001514,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin zeigt eine grundlegende Anerkennung der Patientin, indem sie den Wunsch nach Antworten und Unterstützung bestätigt. Sie verweist auf die Notwendigkeit der Zusammenarbeit und die Notwendigkeit, gemeinsam herauszufinden, was los ist. Allerdings wird das subjektive Erklärungsmodell der Patientin oder ihre Heilungsvorstellungen nicht explizit erfragt. Es fehlen zentrale Elemente wie Fragen nach der persönlichen Krankheits- oder Heilungsvorstellung, die Validierung der Sichtweise oder die Klärung von Erwartungen an die Therapie. Die Aussage bleibt allgemein und reicht nicht aus, um die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' exzellent oder gut umzusetzen. Die Gesprächsführung ist angemessen und verständlich, erfüllt aber nur die Mindestanforderungen der Aufgabenstellung.",,1,1.285,2026-07-14T18:25:11
AU01.001515,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage des Therapeuten zeigt Empathie und eine einfühlsame Reaktion auf die emotionale Situation der Patientin, indem sie Einsamkeit und Traurigkeit benennt. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine emotionale Validierung beschränkt, ohne die geforderte Exploration des individuellen Erklärungs- und Heilungsmodells. Daher wird die Aufgabenstellung nur unzureichend erfüllt.",,1,0.867,2026-07-14T18:25:12
AU01.001536,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,0.333,1,"Die Aussage 'Ja, das will ich auch besser verstehen' zeigt eine gewisse Offenheit der Patientin gegenüber der Erkundung ihres Problems, aber es wird kein expliziter Bezug zu subjektiven Krankheits- oder Heilungsvorstellungen hergestellt. Es fehlen jegliche Fragen nach dem Erklärungsmodell, Heilvorstellungen oder Erwartungen an die Therapie. Auch gibt es keine Validierung der Sichtweise der Patientin oder eine Anpassung des therapeutischen Stils. Die Reaktion ist zu allgemein und erfüllt die Aufgabenstellung nicht ausreichend, da keine Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells erfolgt.",,1,0.961,2026-07-14T18:25:13
AU01.001537,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,1,"Die Aussage bezieht sich auf eine religiöse Heilsvorstellung, jedoch wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht exploriert, sondern lediglich zitiert. Es erfolgt keine Frage nach der eigenen Erklärung der Beschwerden, keine Validierung der Sichtweise, keine Klärung von Erwartungen oder der therapeutischen Rolle. Die Reaktion ist abwertend und suggestiv, da sie die Glaubensüberzeugung der Patient:in als selbstverständlich annimmt, ohne sie zu erforschen. Es fehlt jegliche Exploration oder Sensibilität für die subjektive Perspektive der Patient:in.",,1,8.393,2026-07-14T18:25:21
AU01.001538,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,0.667,1,"Die Aussage des Therapeuten bezieht sich auf die Erwartungen und Motivation der Patientin, sich zu verbessern, und berücksichtigt die Beziehung zu den Eltern. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf eine Interpretation der Situation beschränkt, ohne die Patientin aktiv in die Erklärung ihres Problems einzubeziehen. Es erfolgt keine Validierung der Sichtweise der Patientin, und es fehlt jegliche Exploration des individuellen Erklärungsmodells. Die Reaktion ist zudem leicht abwertend, da sie implizit suggeriert, dass die Patientin nur handeln müsse, um den Eltern zu gefallen, was die subjektive Bedeutung der Symptome und der Lebenssituation vernachlässigt.",,1,1.211,2026-07-14T18:25:22
