id,dimension,rater_one,rater_two,rater_three,average_score,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you_total,you_sing,you_plur,you_formal,other,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
AU01.001515,d1_illness_beliefs,2,2,2,2.0,text,"Ich kann mir vorstellen, dass Sie jetzt sich einsam und traurig fühlen vor dem Hintergrund der Trennung und Sie sind jetzt hier, damit wir gemeinsam gucken können, wie kann es von hier aus weitergehen.",1,34,9.358,91.563,98.284,1,34,17.647,100,64.706,20.588,17.647,5.882,2.941,0,0,0,0,5.882,5.882,5.882,2.941,5.882,11.765,8.824,8.824,14.706,0,17.647,11.765,2.941,2.941,0,0,8.824,0,8.824,0,0,8.824,20.588,0,0,0,0,17.647,5.882,2.941,0,0,0,0,5.882,2.941,0,2.941,0,0,0,0,0,14.706,5.882,8.824,0,0,0,0,14.706,0,26.471,2.941,17.647,8.824,0,0,0,0,0,0,2.941,0,0,0,0,0,11.765,2.941,8.824,0,0,0,0,0,0,0,0,0,0
AU01.001536,d1_illness_beliefs,0,0,1,0.333,text,"Ja, das will ich auch besser verstehen.",1,7,1,42.956,4.127,99,7,14.286,100,57.143,28.571,14.286,14.286,0,0,0,0,0,0,0,0,0,14.286,0,14.286,0,28.571,0,28.571,14.286,14.286,0,0,0,14.286,14.286,0,0,0,0,14.286,0,0,0,0,28.571,14.286,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,14.286,0,14.286,0,14.286,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,28.571,0,0,14.286,0,0,28.571,14.286,14.286,0,0,0,0,0,0,0,0,0,0
AU01.001537,d1_illness_beliefs,0,2,1,1.0,text,"Gott kann ihnen die Kraft geben, ihre Krankheit zu lindern und zu heilen. Gott ist ja ein heilender Gott.",1,19,98.419,91.165,1,99,9.5,15.789,89.474,47.368,10.526,10.526,0,0,0,0,0,0,10.526,5.263,10.526,0,10.526,10.526,10.526,0,5.263,0,21.053,0,0,0,0,0,10.526,10.526,0,0,0,0,15.789,0,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,15.789,0,10.526,0,0,5.263,0,5.263,5.263,0,0,0,10.526,0,10.526,0,10.526,0,5.263,0,0,0,15.789,0,5.263,0,0,5.263,0,0,15.789,10.526,5.263,0,0,0,0,0,0,0,0,0,0
AU01.001538,d1_illness_beliefs,1,0,1,0.667,text,"Sie haben viel in ihre neue Welt gesteckt, auch ihre Eltern wollten, dass es ihnen jetzt besser geht und jetzt müssen sie selbst auch daran arbeiten, dass es ihnen wieder besser geht. Und vielleicht können ihre Eltern dann zufrieden sein, wenn sie ihnen dann schreiben, wie gut es war zu gehen.",1,51,1,99,1,99,25.5,11.765,98.039,68.627,25.49,19.608,0,0,0,0,0,0,19.608,13.725,17.647,5.882,0,3.922,13.725,7.843,19.608,0,19.608,11.765,5.882,1.961,0,1.961,7.843,7.843,0,0,0,0,35.294,3.922,0,0,0,9.804,0,1.961,3.922,5.882,0,1.961,0,0,0,0,0,0,0,0,0,13.725,3.922,9.804,0,3.922,0,5.882,7.843,0,19.608,5.882,5.882,7.843,3.922,0,0,0,0,0,1.961,0,0,0,0,0,13.725,3.922,9.804,0,0,0,0,0,0,0,0,0,0
AU01.001571,d1_illness_beliefs,2,1,1,1.333,text,"Ich versuche zu verstehen, dass sie sich jetzt schlechter fühlen als vorher, obwohl es in dieser Beziehung so schwierig war, dass jetzt die Einsamkeit für sie schwer auszuhalten ist.",1,29,2.158,74.014,99,1,29,24.138,96.552,65.517,20.69,13.793,3.448,0,0,0,0,0,6.897,6.897,6.897,6.897,3.448,13.793,6.897,13.793,17.241,0,17.241,13.793,3.448,0,0,0,13.793,0,13.793,0,3.448,13.793,20.69,0,0,0,0,27.586,13.793,0,0,3.448,0,6.897,6.897,0,0,6.897,3.448,0,0,0,0,10.345,3.448,6.897,0,0,3.448,6.897,10.345,0,24.138,3.448,6.897,13.793,3.448,0,0,0,0,0,3.448,0,0,0,0,0,13.793,3.448,10.345,0,0,0,0,0,0,0,0,0,0
AU01.001572,d1_illness_beliefs,2,2,1,1.667,text,"Also diese Krankheit nehmen kann ich ihnen auch nicht, aber wir können ja schauen, ob wir gemeinsam was finden können, damit es ihnen besser geht und überhaupt schauen, wenn sie schon mal da sind, was wir denn tun können in dieser Situation.",1,42,1,80.341,23.641,77.268,42,14.286,100,69.048,28.571,16.667,2.381,7.143,0,0,0,0,7.143,2.381,7.143,11.905,0,7.143,11.905,7.143,21.429,2.381,28.571,4.762,2.381,7.143,0,0,2.381,2.381,0,0,0,0,19.048,0,0,0,0,21.429,2.381,4.762,4.762,4.762,2.381,9.524,4.762,4.762,0,0,2.381,0,2.381,0,0,19.048,9.524,9.524,0,2.381,0,0,7.143,0,11.905,2.381,4.762,4.762,0,4.762,0,0,0,0,7.143,0,0,2.381,0,0,14.286,2.381,11.905,0,0,0,0,0,0,0,0,0,0
AU01.001573,d1_illness_beliefs,3,2,2,2.333,text,"Es tut mir sehr leid für sie, dass seit dem Abbruch des Kontakts zu ihrer Familie sie das so empfinden, dass da vieles schwierig geworden ist für sie. Ziemlich viel Stress. Wir können ja gemeinsam schauen, ob wir ihnen da helfen können und wie das alles gekommen ist.",1,48,3.484,98.183,1,1,16,20.833,97.917,64.583,25,16.667,2.083,4.167,0,0,0,0,10.417,8.333,10.417,4.167,8.333,10.417,8.333,2.083,22.917,0,18.75,10.417,2.083,4.167,0,8.333,6.25,0,6.25,2.083,2.083,4.167,27.083,2.083,0,0,0,18.75,2.083,6.25,0,4.167,2.083,2.083,2.083,2.083,0,0,6.25,0,2.083,0,0,20.833,8.333,12.5,0,0,2.083,4.167,6.25,0,12.5,2.083,6.25,4.167,0,4.167,2.083,0,0,2.083,2.083,0,0,2.083,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0
AU01.001675,d1_illness_beliefs,2,2,3,2.333,text,"Ich kann mir gut vorstellen, dass es für Sie schwierig war, den Kontakt zu Ihrer Familie abzusprechen und dass es Sie belastet. Wollen Sie mir vielleicht ein bisschen mehr noch darüber erzählen, wie es denn zu dem Kontaktabbruch kam?",1,39,2.396,87.547,1,1,19.5,28.205,94.872,69.231,25.641,17.949,7.692,0,0,0,0,0,10.256,10.256,10.256,7.692,7.692,7.692,7.692,7.692,15.385,0,12.821,10.256,5.128,2.564,0,2.564,7.692,2.564,5.128,0,2.564,5.128,28.205,2.564,2.564,0,0,20.513,5.128,5.128,2.564,5.128,0,2.564,0,0,0,0,0,0,0,0,0,7.692,2.564,5.128,0,0,2.564,5.128,2.564,2.564,7.692,0,5.128,2.564,0,2.564,2.564,0,0,0,2.564,0,0,0,0,0,12.821,2.564,7.692,0,0,2.564,0,0,0,0,0,0,0
AU01.001678,d1_illness_beliefs,3,2,2,2.333,text,"Es klingt für mich ein bisschen so, als wären sie getäuscht oder hätten sie keine guten Hoffnungen für die Therapie. Vielleicht können wir uns gemeinsam mal anschauen, warum sie denn so denken oder warum sie das Gefühl haben, dass das eben so ist.",1,43,1,79.983,1,99,21.5,16.279,97.674,72.093,25.581,16.279,2.326,4.651,0,0,0,0,9.302,9.302,9.302,4.651,9.302,6.977,9.302,9.302,30.233,2.326,13.953,11.628,6.977,4.651,0,2.326,6.977,6.977,0,0,0,0,18.605,0,0,0,0,30.233,4.651,4.651,6.977,16.279,0,6.977,6.977,2.326,2.326,2.326,4.651,0,2.326,0,0,9.302,6.977,2.326,0,0,0,0,4.651,0,4.651,0,0,4.651,0,0,0,0,0,0,2.326,0,0,0,0,0,11.628,4.651,6.977,0,0,0,0,0,0,0,0,0,0
AU01.001680,d1_illness_beliefs,1,2,2,1.667,text,"Klingt für mich so, als würden sie sich sehr viel um andere Menschen kümmern und für andere Menschen da sein und da kommt bei mir ein bisschen die Frage auf, wer kümmert sich eigentlich um sie und vielleicht könnte ich ja die Person sein, die sie vielleicht einfach ein bisschen unterstützen kann.",1,52,4.597,80.917,6.668,66.41,52,21.154,100,73.077,25,19.231,5.769,0,0,0,0,0,9.615,9.615,5.769,5.769,9.615,13.462,9.615,9.615,17.308,0,17.308,9.615,1.923,1.923,1.923,5.769,1.923,1.923,0,0,0,0,28.846,0,0,0,0,30.769,0,3.846,3.846,17.308,1.923,7.692,1.923,0,1.923,0,0,0,0,0,0,1.923,0,1.923,0,0,0,1.923,7.692,0,15.385,1.923,7.692,5.769,0,0,0,0,0,0,1.923,0,0,1.923,0,0,7.692,1.923,5.769,0,0,0,0,0,0,0,0,0,0
AU01.001695,d1_illness_beliefs,2,2,1,1.667,text,"Ich habe verstanden, dass Sie sich jetzt einsamer fühlen und dass sich das für Sie schlimmer anfühlt, als in dieser toxischen Beziehung zu verweilen. Können Sie nochmal erklären, warum die Einsamkeit sich für Sie so schwer anfühlt?",1,37,5.33,94.05,22.806,1,18.5,29.73,94.595,62.162,27.027,21.622,2.703,0,0,0,0,0,10.811,10.811,10.811,2.703,5.405,13.514,2.703,8.108,18.919,0,13.514,10.811,2.703,2.703,0,0,13.514,2.703,10.811,0,0,10.811,27.027,0,0,0,0,18.919,10.811,2.703,0,0,0,2.703,5.405,0,0,5.405,2.703,0,2.703,0,0,8.108,2.703,2.703,0,0,2.703,2.703,8.108,0,13.514,0,5.405,8.108,0,0,0,2.703,0,0,2.703,0,0,0,0,0,13.514,2.703,8.108,0,0,2.703,0,0,0,0,0,0,0
AU01.001696,d1_illness_beliefs,2,3,3,2.667,text,"Ich habe verstanden, dass sie gerade gar nicht so gerne hier sind und dass sie auch gar nicht glauben, dass ich ihnen helfen kann. Und das ist auch erstmal in Ordnung. Und sie haben gesagt, dass sie das für eine Strafe von Gott halten, dass sie jetzt so krank sind. Können sie mir einmal erklären, was sie gemacht haben, dass Gott sie so bestraft?",1,64,1,71.202,1.758,17.388,16,10.938,100,73.438,23.438,18.75,4.688,0,0,0,0,0,14.063,12.5,14.063,1.563,4.688,4.688,14.063,7.813,25,3.125,23.438,3.125,0,1.563,0,0,9.375,4.688,4.688,0,3.125,0,20.313,0,0,0,0,18.75,6.25,1.563,0,3.125,7.813,3.125,1.563,0,1.563,0,3.125,0,1.563,0,0,1.563,0,1.563,0,0,0,4.688,10.938,0,10.938,0,6.25,6.25,0,0,0,0,4.688,0,4.688,0,0,0,0,0,15.625,4.688,9.375,0,0,1.563,0,0,0,0,0,0,0
AU01.001697,d1_illness_beliefs,2,3,2,2.333,text,"Das klingt nach einer ganz großen Verantwortung und nach einer schweren Last, die Sie damit sich tragen. Können Sie sagen, dass Sie glauben, dass das auch eine Strafe sein könnte oder dass Sie sich das fragen, ob das vielleicht eine Strafe von Gott für Ihre vergangenen Fehler sein könnte? Ich wundere mich über diesen Zwiespalt. Können Sie vielleicht noch mal genauer erklären, was dafür spricht, dass das vielleicht eine Strafe sein könnte und was dagegen spricht, warum Sie sich da so unsicher sind?",1,83,1,87.325,1,1,20.75,18.072,97.59,71.084,30.12,18.072,2.41,0,0,0,0,0,12.048,12.048,8.434,6.024,13.253,10.843,8.434,10.843,24.096,0,19.277,6.024,1.205,4.819,0,1.205,10.843,2.41,8.434,1.205,3.614,1.205,21.687,0,0,0,0,24.096,3.614,2.41,3.614,15.663,1.205,3.614,3.614,0,2.41,1.205,1.205,1.205,0,0,0,7.229,0,2.41,1.205,0,3.614,4.819,6.024,0,12.048,1.205,8.434,2.41,1.205,0,0,0,2.41,0,2.41,0,0,0,0,0,13.253,2.41,8.434,0,0,2.41,0,0,0,0,0,0,0
AU01.001734,d1_illness_beliefs,1,2,2,1.667,text,"Ich kann Ihre Gedanken sehr gut nachvollziehen und höre da Schuldgefühle raus. Was würden denn Ihre Eltern zu diesen Gedanken sagen, die Sie gerade geäußert haben?",1,26,1.704,97.483,6.668,96.268,13,19.231,96.154,65.385,23.077,15.385,3.846,0,0,0,0,0,11.538,11.538,11.538,7.692,3.846,7.692,11.538,7.692,11.538,0,23.077,7.692,0,3.846,0,3.846,3.846,3.846,0,0,0,0,30.769,3.846,0,0,0,23.077,11.538,3.846,3.846,3.846,0,0,7.692,0,7.692,0,0,0,0,0,0,3.846,3.846,0,0,0,0,3.846,7.692,0,15.385,3.846,11.538,3.846,0,0,0,0,0,0,11.538,0,0,0,0,0,11.538,3.846,3.846,0,0,3.846,0,0,0,0,0,0,0
AU01.001736,d1_illness_beliefs,1,4,3,2.667,text,"Viele Menschen berichten, dass Sie sich nach einer Trennung einsam fühlen und ich glaube Ihnen, dass sich das schlimmer anfühlt als die Beziehung selbst. Haben Sie sich denn schon einmal einsam gefühlt in Ihrem Leben? Was hat da geholfen und was können wir hier dagegen tun, um damit umzugehen?",1,49,2.536,95.773,50.42,1,16.333,20.408,95.918,59.184,26.531,18.367,2.041,2.041,0,0,0,0,8.163,6.122,8.163,6.122,6.122,12.245,6.122,6.122,20.408,0,12.245,10.204,2.041,4.082,0,2.041,8.163,0,8.163,0,0,8.163,24.49,0,0,0,0,16.327,8.163,2.041,0,4.082,0,2.041,6.122,0,2.041,4.082,2.041,0,2.041,0,0,6.122,4.082,2.041,0,0,0,4.082,2.041,0,16.327,0,8.163,8.163,0,0,0,0,2.041,0,4.082,0,0,0,0,0,12.245,2.041,6.122,0,0,4.082,0,0,0,0,0,0,0
AU01.001737,d1_illness_beliefs,2,2,2,2.0,text,"haben sie natürlich recht, es ist meine Aufgabe, ihnen zu helfen. Und ich verstehe, dass es für sie anstrengend ist oder vielleicht auch frustrierend, immer wieder darüber zu sprechen, aber ich bin ja auch gleichzeitig darauf angewiesen, besser zu verstehen, wie es in ihnen aussieht und weil sich das ja auch bei jedem unterscheiden kann. So können wir dann gemeinsam herausfinden, was ihnen fehlt.",1,64,1,88.168,71.125,1,21.333,23.438,98.438,65.625,25,15.625,4.688,1.563,0,0,0,0,7.813,3.125,7.813,7.813,1.563,10.938,7.813,4.688,20.313,0,20.313,9.375,4.688,3.125,0,0,6.25,1.563,4.688,0,1.563,1.563,25,0,0,0,0,26.563,6.25,3.125,3.125,3.125,3.125,4.688,1.563,1.563,0,0,6.25,0,1.563,0,0,12.5,3.125,7.813,1.563,1.563,1.563,0,10.938,0,15.625,0,10.938,4.688,4.688,0,0,0,0,0,7.813,0,0,3.125,0,0,17.188,4.688,12.5,0,0,0,0,0,0,0,0,0,0
AU01.001805,d1_illness_beliefs,3,4,3,3.333,text,"Das klingt nach sehr belastenden Gedanken, die Sie da vom Schlafen abhalten. Wie kommen Sie denn darauf, dass das eine Strafe Gottes sein könnte, dass es Ihnen aktuell so geht, wie Sie es beschreiben?",1,34,1,95.247,1,1,17,17.647,97.059,70.588,26.471,14.706,0,0,0,0,0,0,14.706,11.765,11.765,5.882,11.765,8.824,8.824,5.882,26.471,0,20.588,5.882,5.882,5.882,0,2.941,5.882,0,5.882,0,2.941,2.941,20.588,0,0,0,0,17.647,5.882,8.824,2.941,2.941,0,0,2.941,0,2.941,0,2.941,2.941,0,0,0,8.824,0,5.882,2.941,0,0,2.941,8.824,0,17.647,5.882,8.824,2.941,0,2.941,0,0,2.941,0,0,0,0,0,0,0,17.647,2.941,11.765,0,0,2.941,0,0,0,0,0,0,0
AU01.001806,d1_illness_beliefs,2,3,2,2.333,text,"Ich kann gut verstehen, dass Sie bei Panikattacken nicht als erstes daran denken, an den Gedanken zu arbeiten, die Sie haben. Grundsätzlich erscheint es ja auch manchmal sehr schwierig, überhaupt Einfluss auf die eigenen Gedanken nehmen zu können. Aber es könnte ja durchaus sein, dass Ihre Gedanken zurzeit damit zusammenhängen, dass Sie gelähmlich an Panikattacken leiden.",1,56,22.774,64.021,71.125,1,18.667,32.143,98.214,58.929,14.286,10.714,1.786,0,0,0,0,0,8.929,8.929,7.143,3.571,5.357,14.286,8.929,12.5,12.5,1.786,19.643,8.929,1.786,0,1.786,1.786,8.929,1.786,7.143,3.571,1.786,3.571,14.286,0,0,0,0,32.143,12.5,3.571,3.571,7.143,1.786,5.357,1.786,1.786,0,0,1.786,1.786,1.786,0,0,8.929,0,8.929,0,0,1.786,1.786,5.357,0,17.857,0,10.714,7.143,1.786,0,0,0,0,0,7.143,0,0,3.571,0,0,16.071,5.357,10.714,0,0,0,0,0,0,0,0,0,0
AU01.001807,d1_illness_beliefs,3,2,2,2.333,text,"Es stimmt, Sie haben mir in der letzten Sitzung schon mal erklärt, worunter Sie aktuell leiden. Und gleichzeitig ist es für mich wichtig, noch ein bisschen besser verstehen zu können, was genau Sie aktuell so belastet. Und es ehrt mich natürlich, wenn Sie sagen, ich wäre die Expertin, aber da muss ich Ihnen leider widersprechen. Für Ihre eigene Geschichte und Empfindungen sind auch Sie wohl der Experte.",1,67,6.008,75.701,2.774,17.388,16.75,25.373,97.015,59.701,23.881,17.91,7.463,0,0,0,0,0,10.448,8.955,10.448,5.97,5.97,5.97,7.463,2.985,14.925,0,14.925,7.463,1.493,2.985,0,0,11.94,5.97,5.97,0,0,4.478,23.881,0,0,0,0,22.388,2.985,1.493,7.463,7.463,4.478,4.478,2.985,0,1.493,0,5.97,2.985,1.493,0,0,7.463,0,4.478,2.985,1.493,0,0,8.955,0,14.925,0,4.478,10.448,1.493,0,0,0,0,0,4.478,0,0,1.493,0,0,16.418,5.97,10.448,0,0,0,0,0,0,0,0,0,0
AU01.001861,d1_illness_beliefs,1,2,2,1.667,text,"Das klingt wirklich sehr schlimm, was Sie durchmachen. Ich kann mir vorstellen, dass das sehr anstrengend ist und dass Sie auch Probleme haben, erst mal über Gedanken zu sprechen. Das höre ich auch raus. Was halten Sie denn davon, wenn wir das Ganze anders angehen? Und wir schauen mal, was wir für Möglichkeiten finden, damit Sie jetzt kurzfristig in der Situation eine Besserung finden.",1,64,1.088,84.813,32.75,1,12.8,21.875,95.313,67.188,26.563,15.625,4.688,4.688,0,0,0,0,6.25,6.25,6.25,4.688,9.375,10.938,4.688,9.375,23.438,0,12.5,7.813,3.125,4.688,1.563,4.688,6.25,1.563,4.688,0,0,1.563,15.625,0,0,0,0,23.438,9.375,0,3.125,6.25,0,3.125,4.688,1.563,3.125,0,1.563,0,0,0,0,12.5,4.688,6.25,0,1.563,1.563,0,6.25,0,12.5,1.563,6.25,4.688,1.563,1.563,0,0,0,0,6.25,0,0,0,0,0,17.188,6.25,9.375,0,0,1.563,0,0,0,0,0,0,0
AU01.001862,d1_illness_beliefs,3,3,2,2.667,text,"Das klingt tatsächlich so, als ob sie aktuell eine wirklich schwierige Situation durchmachen. Und wenn ich mir anhöre, dass sie vor fünf Jahren auch noch mit ihrer Familie gebrochen haben, ist das echt wirklich schlimm. Tut mir leid. Also ich kann total nachvollziehen, dass sie jetzt sagen mit den ganzen Dingen, die jetzt auf einmal kommen mit diesen Unzufriedenheiten, dass sie sagen, dass das kein Zufall ist. Wollen wir mal zusammen nachgucken, wo das Ganze herkommt und was wir daraus machen können.",1,82,1,64.824,75.416,3.602,16.4,18.293,93.902,62.195,21.951,13.415,4.878,2.439,0,0,0,0,6.098,6.098,6.098,3.659,8.537,9.756,10.976,8.537,25.61,1.22,21.951,6.098,1.22,3.659,1.22,4.878,6.098,2.439,3.659,0,0,3.659,15.854,1.22,0,0,0,23.171,4.878,4.878,2.439,3.659,2.439,6.098,4.878,0,4.878,0,2.439,0,0,0,0,10.976,4.878,6.098,0,0,1.22,1.22,10.976,1.22,18.293,1.22,7.317,10.976,0,1.22,1.22,0,0,1.22,2.439,0,0,0,0,0,15.854,6.098,9.756,0,0,0,0,0,0,0,0,0,0
AU01.001863,d1_illness_beliefs,2,2,2,2.0,text,"Das sind wirklich harte Gedanken, die ich nachvollziehen kann. Ich finde, dass sie das Ganze im kulturellen Kontext sehen, ist vollkommen okay. Wenn ich überlege, dass sie geflohen sind und dass das Geld von ihren Eltern da ist und dass sie jetzt ein ungutes Gefühl haben und jetzt kommt der Stress dazu, dass sie nicht schlafen können. Das ist vollkommen okay, dass sie solche Gedanken haben. Wirklich. Wollen wir mal schauen, was wir daraus machen können?",1,76,1,72.768,19.722,99,12.667,18.421,96.053,61.842,21.053,14.474,3.947,2.632,0,0,0,0,7.895,7.895,7.895,1.316,9.211,3.947,13.158,5.263,21.053,1.316,26.316,5.263,0,1.316,0,1.316,9.211,7.895,1.316,1.316,0,0,14.474,1.316,0,0,0,25,9.211,5.263,2.632,2.632,3.947,3.947,5.263,2.632,0,2.632,6.579,1.316,1.316,0,0,10.526,3.947,6.579,0,2.632,0,1.316,13.158,1.316,11.842,2.632,5.263,3.947,2.632,2.632,0,1.316,0,0,3.947,0,2.632,2.632,0,0,17.105,6.579,9.211,0,0,1.316,0,0,0,0,0,0,0
AU01.001891,d1_illness_beliefs,1,2,1,1.333,text,"Sie haben jetzt gerade gesagt, Sie brauchen jemanden, der Sie von der Panikattacke befreit und ich möchte Ihnen gerne helfen und am Anfang haben Sie aber gesagt, Sie glauben, das bringt gar nicht so viel, irgendwie an Ihren Gedanken zu arbeiten und für mich klingt das fast ein bisschen widersprüchlich, weil das ja ein guter Ansatz ist, um Ihnen bei den Panikattacken zu helfen, dass wir uns ein bisschen genauer diese Gedanken angucken und ich finde, es ist aber kein Widerspruch, dass Sie sich um Ihre Familie kümmern wollen, das ist ja erstmal sehr löblich, wenn Ihnen Ihre Familie wichtig ist, aber genauso möchte ich ja, dass es Ihnen gut geht und dass Sie sich hier besser fühlen und außerdem, wenn Ihnen die Familie so wichtig ist, Sie können sich doch bestimmt besser um die kümmern, wenn es Ihnen selber auch besser geht, oder?",1,144,1,88.499,1,97.762,144,19.444,98.611,67.361,25,18.056,2.778,1.389,0,0,0,0,11.806,7.639,11.806,4.167,9.028,6.944,7.639,7.639,20.139,1.389,16.667,7.639,3.472,0,0,2.083,9.722,6.944,2.778,1.389,0,0,27.083,2.083,0,0,0,24.306,3.472,1.389,6.944,9.722,4.167,6.25,3.472,0.694,2.083,0.694,4.167,0,0,0,0,9.722,3.472,4.167,1.389,2.778,0,1.389,8.333,0.694,11.111,2.083,4.861,4.861,2.083,2.083,2.083,0.694,0.694,0,2.778,0,0,2.083,0,0,13.194,0,12.5,0,0,0.694,0,0,0,0,0,0,0
AU01.001892,d1_illness_beliefs,2,2,2,2.0,text,"Also es stimmt zwar, dass ich Expertin bin für das, was ich studiert habe, das ist Psychologie, Psychotherapie, aber sie sind ja trotzdem Experte für sich selbst. Ich möchte ihnen wirklich gerne helfen, aber in ihren Kopf reingucken kann ich leider nicht, das funktioniert so nicht. Deswegen ist es ganz ganz wichtig, dass wir hier zusammenarbeiten, damit das in der Therapie funktionieren kann.",1,63,1,36.851,8.115,57.369,21,22.222,96.825,66.667,25.397,14.286,6.349,1.587,0,0,0,0,4.762,3.175,4.762,4.762,7.937,7.937,14.286,9.524,19.048,3.175,23.81,4.762,0,1.587,0,3.175,4.762,3.175,1.587,0,0,1.587,14.286,0,0,0,0,23.81,1.587,3.175,4.762,4.762,4.762,7.937,0,0,0,0,6.349,1.587,1.587,0,0,11.111,3.175,4.762,3.175,0,0,0,12.698,0,7.937,0,7.937,0,9.524,0,0,0,0,0,3.175,0,0,1.587,0,0,19.048,4.762,14.286,0,0,0,0,0,0,0,0,0,0
AU01.001893,d1_illness_beliefs,1,2,2,1.667,text,"Also es klingt ja erst mal so, als würde da grad ganz schön viel bei Ihnen zusammenkommen. Das tut mir erst mal ziemlich leid und das ist ja echt nicht schön für jemanden, dann irgendwie so viel irgendwie ertragen zu müssen und ja, das mit dem Zufall tatsächlich ist es so, dass wenn es einem psychisch nicht so gut geht, dass das auch Einflüsse auf so körperliche Beschwerden haben kann. Also das muss ich Ihnen leider sagen, dass das zusammenhängen kann, aber ich finde, da kann man ja auch dann gut dran ansetzen, wenn wir zusammenarbeiten und wenn es zu Ihrer Stimmung ein bisschen besser geht, dann kann das auch sein, dass es körperlich für Sie dann leichter wird.",1,119,1,53.005,2.789,92.526,39.667,15.126,97.479,72.269,20.168,8.403,2.521,0.84,0,0,0,0,5.042,3.361,3.361,6.723,8.403,6.723,14.286,9.244,30.252,1.681,17.647,10.084,1.681,0,1.681,2.521,10.924,6.723,3.361,0,0.84,2.521,11.765,0,0,0,0,27.731,1.681,5.042,5.042,12.605,3.361,6.723,3.361,1.681,1.681,0,3.361,1.681,1.681,0,0,5.042,1.681,3.361,0,0.84,0,0,11.765,0.84,10.924,1.681,5.882,3.361,1.681,0,0,0,0,0.84,5.882,0,0,3.361,0,0,11.765,2.521,9.244,0,0,0,0,0,0,0,0,0,0
AU01.001913,d1_illness_beliefs,2,2,2,2.0,text,"Wenn Sie jetzt so ein Einsamkeitsgefühl erleben, das glaube ich Ihnen, dass Ihnen das jetzt in dem Moment auch viel schlimmer vorkommen kann als alles, was Sie da in der Beziehung so erlebt haben.",1,34,1,72.331,80.824,1,34,14.706,91.176,73.529,26.471,14.706,2.941,0,0,0,0,0,11.765,5.882,11.765,5.882,14.706,8.824,5.882,8.824,26.471,0,5.882,8.824,2.941,2.941,0,5.882,2.941,0,2.941,0,0,2.941,17.647,0,0,0,0,23.529,5.882,2.941,2.941,8.824,2.941,5.882,2.941,2.941,0,0,0,0,0,0,0,2.941,2.941,0,0,0,0,0,8.824,0,20.588,0,8.824,11.765,0,0,0,0,2.941,0,2.941,0,0,0,0,0,11.765,2.941,8.824,0,0,0,0,0,0,0,0,0,0
AU01.001916,d1_illness_beliefs,0,2,2,1.333,text,"Vielleicht dürfen Sie ja in der Therapie trotzdem auch mal eine Chance geben. Vor mal ein paar Stunden machen, ein paar Gespräche. Sehen Sie es vielleicht als Experiment? Vielleicht gibt es da so eine Offenheit in Ihnen, da mal was Neues auszuprobieren. Auch wenn Sie das als Strafe Gottes sehen. Das dürfen Sie ja auch.",1,55,4.903,84.758,1.937,63.66,9.167,18.182,96.364,65.455,18.182,9.091,0,0,0,0,0,0,9.091,7.273,9.091,5.455,12.727,9.091,3.636,10.909,27.273,0,12.727,5.455,3.636,1.818,0,3.636,5.455,3.636,1.818,0,1.818,0,21.818,0,3.636,0,0,30.909,0,7.273,3.636,18.182,0,7.273,5.455,3.636,1.818,0,1.818,0,1.818,0,0,9.091,0,3.636,5.455,0,0,0,1.818,0,16.364,0,9.091,9.091,1.818,0,0,0,1.818,0,5.455,0,0,3.636,0,0,14.545,9.091,3.636,0,0,1.818,0,0,0,0,0,0,0
AU01.001950,d1_illness_beliefs,3,2,2,2.333,text,"Sie haben also den Eindruck, dass das ganz schön viel mit Ihnen gemacht hat, dieser Kontaktabbruch, das sehr viel Stress ausgelöst hat.",1,22,1,81.742,1,17.388,22,18.182,95.455,63.636,22.727,9.091,0,0,0,0,0,0,9.091,4.545,9.091,4.545,13.636,4.545,18.182,13.636,18.182,0,27.273,18.182,0,0,0,18.182,9.091,4.545,4.545,4.545,0,0,9.091,0,0,0,0,31.818,4.545,13.636,0,13.636,0,0,4.545,4.545,0,0,4.545,0,4.545,0,0,0,0,0,0,0,0,9.091,9.091,0,9.091,0,4.545,4.545,0,0,0,0,0,0,0,0,0,0,0,0,18.182,4.545,13.636,0,0,0,0,0,0,0,0,0,0
