id,dimension,text,rater_one,rater_two,rater_three,average_score,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
AU01.003967,d1_illness_beliefs,"Genau, um das auch herauszufinden, was sie denn haben, brauche ich einfach noch mehr Informationen, wie sie sich fühlen, ob es bestimmte Sachen gibt, die das irgendwie auslösen und einfach das ganze Bild zu verstehen und auch zu herausfinden zu können. Deswegen muss ich einfach ganz viele Fragen stellen.",3,1,2,2.0,text_en,"Exactly, in order to find out what they have, I just need more information about how they feel, whether there are certain things that trigger it in some way and just to be able to understand and find out the whole picture. That's why I just have to ask a lot of questions.",1,53,32.247,29.598,96.745,,26.5,15.094,100,79.245,64.151,16.981,7.547,3.774,0,0,0,3.774,9.434,11.321,3.774,0,18.868,9.434,13.208,5.66,0,20.755,5.66,7.547,3.774,0,1.887,1.887,28.302,0,22.642,13.208,5.66,1.887,1.887,1.887,1.887,0,0,0,0,0,0,0,0,0,0,0,5.66,1.887,0,0,0,0,1.887,3.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,13.208,18.868,0,0,11.321,1.887,0,1.887,0,0,5.66,3.774,0,0,0,0,0,11.321,3.774,5.66,0,0,1.887,0,0
AU01.004017,d1_illness_beliefs,"Ich kann gut nachvollziehen, dass sich das für Sie sehr belastend anfühlt und dass das kein schönes Gefühl ist, die Eltern in so einer Situation zurück zu lassen. Was glauben Sie denn, wie Ihre Eltern darüber denken?",1,2,1,1.333,text_en,I can well understand that this feels very stressful for you and that it is not a nice feeling to leave your parents behind in such a situation. What do you think your parents think about this?,1,37,11.454,99,87,62.775,18.5,16.216,100,89.189,70.27,29.73,13.514,2.703,0,10.811,0,0,16.216,24.324,5.405,0,13.514,8.108,8.108,2.703,2.703,21.622,5.405,0,5.405,5.405,0,0,24.324,0,21.622,13.514,0,2.703,0,0,2.703,0,8.108,5.405,2.703,2.703,0,2.703,2.703,0,0,0,16.216,0,0,0,0,0,0,16.216,5.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.514,0,2.703,5.405,0,0,5.405,0,0,8.108,0,0,0,0,0,0,5.405,2.703,0,2.703,0,0,0,0
AU01.004018,d1_illness_beliefs,"Damit haben Sie natürlich völlig recht. Allerdings brauche auch ich als Expertin für psychische Erkrankungen weitere Informationen, um herausfinden zu können, wie wir Ihnen am allerbesten helfen können und was wir gemeinsam tun können, damit es Ihnen besser geht.",2,1,2,1.667,text_en,"Of course you are absolutely right. However, as an expert in mental illness, I also need more information to find out how we can best help you and what we can do together to make you feel better.",1,38,9.048,99,33.608,61.631,19,13.158,100,76.316,65.789,18.421,15.789,2.632,5.263,7.895,0,0,2.632,5.263,2.632,0,15.789,10.526,13.158,10.526,0,18.421,5.263,2.632,15.789,10.526,5.263,2.632,36.842,0,34.211,13.158,5.263,7.895,0,7.895,2.632,0,2.632,2.632,0,0,0,0,0,0,0,0,15.789,2.632,2.632,0,0,0,0,13.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.526,10.526,5.263,0,5.263,0,0,0,0,2.632,0,0,0,0,0,0,0,0,15.789,7.895,0,0,5.263,0,0,0,0,0,7.895,0,2.632,0,2.632,0,0,10.526,5.263,5.263,0,0,0,0,0
AU01.004019,d1_illness_beliefs,"Was lässt Sie vermuten, dass der Kontaktabbruch mit Ihrer Familie, mit ihren übrigen Problemen, die Sie gerade geschildert haben, zusammenhängt?",4,3,3,3.333,text_en,What makes you think that the loss of contact with your family is connected to the other problems you just described?,1,21,70.326,99,24.316,1,21,19.048,95.238,71.429,61.905,23.81,14.286,0,0,14.286,0,0,9.524,23.81,9.524,0,14.286,4.762,4.762,0,0,14.286,4.762,0,4.762,4.762,0,0,23.81,0,19.048,4.762,4.762,0,0,0,4.762,0,4.762,0,4.762,0,0,0,0,0,0,0,28.571,4.762,0,0,0,0,4.762,19.048,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762,0,4.762,4.762,0,0,4.762,0,0,0,0,0,9.524,0,0,0,0,0,0,4.762,0,0,4.762,0,0,0,0
AU01.004070,d1_illness_beliefs,"Sie haben also den Eindruck, dass die schlechtere psychische Verfassung von Ihnen und auch die Konflikte mit Ihrer Frau und auf der Arbeit, was mit dem Kontaktabbruch mit Ihrer Familie in der Türkei zu tun haben. Was haben Sie denn schon versucht, um für sich die Situation zu verbessern? Was wären erste Schritte, die Sie sich vorstellen könnten, dass die was ändern würden?",4,4,3,3.667,text_en,So you have the impression that your worse mental health and also the conflicts with your wife and at work have something to do with the loss of contact with your family in Turkey. What have you already tried to improve the situation for yourself? What would be the first steps you could imagine that would change something?,1,58,28.283,99,1,5.798,19.333,17.241,94.828,74.138,70.69,22.414,12.069,0,0,12.069,0,0,10.345,18.966,8.621,1.724,15.517,13.793,5.172,6.897,0,15.517,3.448,1.724,8.621,3.448,5.172,0,17.241,0,13.793,1.724,1.724,5.172,3.448,0,0,0,5.172,1.724,3.448,0,0,0,0,0,0,0,17.241,1.724,0,0,0,0,0,15.517,3.448,0,1.724,0,0,0,0,0,1.724,0,0,1.724,0,0,3.448,3.448,0,0,3.448,0,0,0,0,0,0,0,0,0,0,0,1.724,0,10.345,3.448,0,1.724,1.724,0,0,0,3.448,3.448,0,0,0,0,0,0,0,5.172,1.724,0,3.448,0,0,0,0
AU01.004071,d1_illness_beliefs,"Wenn ich sie richtig verstanden habe, dann sind sie im Moment noch ein bisschen verwirrt oder haben auch keine Idee, woher ihre Krankheit vielleicht kommen könnte und wünschen sich da eine Antwort von Menschen, die ihnen weiterhilft. Und wenn ich das richtig verstanden habe, sind sie auch nicht ganz sicher, ob ich ernst nehme, dass sie wirklich krank sind. Habe ich das richtig verstanden?",1,3,3,2.333,text_en,"If I have understood you correctly, then you are still a bit confused at the moment or have no idea where your illness might come from and would like an answer from people who can help you. And if I understand correctly, they aren't entirely sure whether I take seriously the fact that they are really sick. Have I understood that correctly?",1,62,1.13,49.656,91.844,20.235,20.667,17.742,93.548,79.032,67.742,20.968,17.742,6.452,0,6.452,0,3.226,3.226,11.29,6.452,0,4.839,14.516,8.065,11.29,3.226,22.581,3.226,3.226,1.613,1.613,0,0,37.097,0,32.258,8.065,0,4.839,11.29,4.839,8.065,0,9.677,4.839,4.839,8.065,3.226,3.226,0,0,0,0,17.742,6.452,4.839,0,0,0,1.613,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,3.226,3.226,0,0,0,0,0,0,0,0,1.613,0,0,0,0,0,0,12.903,3.226,0,1.613,3.226,0,0,0,3.226,1.613,6.452,1.613,0,0,0,0,0,9.677,3.226,3.226,1.613,0,1.613,0,0
AU01.004072,d1_illness_beliefs,"Ich höre aus, dass Sie sich von mir eine Antwort wünschen, was mit Ihnen los ist, weil Sie selber vielleicht auch gerade noch keine Antwort darauf haben. Jetzt würde ich gerne mal was ausprobieren. Stellen Sie sich doch mal vor, Sie wären ich, also Sie wären der Experte. Was würden Sie denn dann sagen, was das Problem ist?",3,4,3,3.333,text_en,"I hear that you want an answer from me about what's going on with you, because you yourself may not have an answer yet. Now I would like to try something out. Just imagine if you were me, i.e. you were the expert. Then what would you say the problem is?",1,51,3.113,96.497,32.94,80.189,12.75,9.804,100,86.275,76.471,29.412,21.569,7.843,0,13.725,0,0,7.843,9.804,7.843,0,11.765,15.686,7.843,5.882,1.961,25.49,0,0,3.922,0,3.922,1.961,41.176,0,31.373,5.882,1.961,11.765,7.843,0,3.922,0,3.922,3.922,0,3.922,3.922,0,0,0,0,0,19.608,5.882,0,0,0,0,5.882,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,0,0,0,0,0,0,5.882,5.882,0,1.961,1.961,0,1.961,0,5.882,3.922,5.882,3.922,0,0,0,0,0,17.647,9.804,3.922,1.961,0,1.961,0,0
AU01.004111,d1_illness_beliefs,"Das klingt für mich, als wenn sie aktuell die Sinnhaftigkeit hinter ihrer Fluchtgeschichte oder auch die Begründung für die Flucht hinterfragen oder nicht sehen und als ob sie es auch ein Stück weit bereuen.",1,2,2,1.667,text_en,It sounds to me as if they are currently questioning or not seeing the meaning behind their escape story or the reason for the escape and as if they also regret it to some extent.,1,35,24.374,2.47,99,1,35,8.571,97.143,77.143,71.429,17.143,11.429,2.857,0,0,0,8.571,5.714,14.286,8.571,0,17.143,2.857,5.714,22.857,2.857,8.571,0,2.857,0,0,0,0,31.429,0,25.714,8.571,2.857,2.857,14.286,0,14.286,0,8.571,0,8.571,2.857,0,2.857,0,0,2.857,0,14.286,5.714,0,0,0,0,5.714,8.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714,0,0,14.286,0,5.714,2.857,2.857,2.857,0,2.857,2.857,5.714,0,0,0,0,0,0,2.857,2.857,0,0,0,0,0,0
AU01.004113,d1_illness_beliefs,"Das klingt für mich als hätten sie auf jeden Fall schon eine Lösung für die Schwierigkeiten, die sie aktuell haben, gefunden im Sinne von woher oder wodurch das verursacht geworden sein könnte. Ich frage mich jetzt dazu, wofür es gut ist oder wofür es hilfreich sein könnte, zu sagen, dass es tatsächlich an dem Kontaktabbruch zu ihrer Familie liegt, dass es ihnen schlechter geht und welche Gedanken sie noch dazu haben, aus welchem Grund das die Ursache sein könnte.",3,2,3,2.667,text_en,"It sounds to me as if they have definitely already found a solution to the difficulties they are currently having, in terms of where or what could have caused it. I'm now wondering what it's good for or why it could be helpful to say that it's actually because they've lost contact with their family that they're feeling worse and what thoughts they still have about why that could be the cause.",1,72,1,56.633,39.586,7.657,36,16.667,97.222,87.5,76.389,26.389,11.111,2.778,0,0,0,8.333,15.278,9.722,4.167,0,12.5,20.833,13.889,8.333,0,29.167,4.167,0,2.778,1.389,1.389,0,41.667,0,26.389,6.944,6.944,4.167,5.556,2.778,4.167,0,6.944,2.778,4.167,1.389,1.389,0,0,0,0,0,12.5,2.778,1.389,0,0,0,1.389,9.722,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389,9.722,5.556,0,0,2.778,0,1.389,1.389,4.167,8.333,9.722,0,0,0,0,0,0,11.111,2.778,1.389,0,0,6.944,0,0
AU01.004114,d1_illness_beliefs,"Es wird, als wenn sie frustriert wären über meine Antwort, ich kann sie dabei unterstützen und Antworten und Lösungen zu finden, aber die Lösung für sie zu präsentieren, vorgefertigt, kann ich nicht erfüllen. Vor allem stelle ich mir auch die Frage, wie zufrieden sie damit wären, wenn ich ihnen jetzt eine vorgefertigte Lösung geben würde für ihre Probleme. Deswegen würde ich sie eher dazu einladen, dass wir gemeinsam gucken, wie ich sie unterstützen kann, auf gute Lösungen zu kommen. Und gleichzeitig habe ich auch rausgehört, dass sie sich nicht so ernst genommen fühlen, dass sie sagen, wir sind erkrankt und da würde ich gerne sagen, dass ich das ernst nehme. Ihre Symptome.",2,2,3,2.333,text_en,"It becomes as if they are frustrated with my answer, I can support them and find answers and solutions, but presenting the solution to them, ready-made, I cannot fulfill. Above all, I ask myself how satisfied they would be if I gave them a ready-made solution to their problems now. That's why I would rather invite you to let us see together how I can help you come up with good solutions. And at the same time I also heard that they don't feel like they're being taken seriously, that they say we're sick and I'd like to say that I'm taking that seriously. your symptoms.",1,106,1.02,45.637,83.945,78.392,21.2,16.981,98.113,82.075,66.038,29.245,23.585,10.377,1.887,2.83,0,8.491,5.66,11.321,2.83,0,10.377,13.208,7.547,8.491,1.887,27.358,1.887,0.943,8.491,3.774,4.717,0,36.792,0.943,25.472,9.434,2.83,6.604,2.83,1.887,4.717,0,7.547,5.66,1.887,4.717,2.83,1.887,0,0.943,0,0,21.698,8.491,2.83,0,0,0,4.717,13.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.887,1.887,0.943,0,0,0,0,0,0,0,1.887,1.887,0,1.887,0,0,0,0,8.491,7.547,0,0.943,2.83,1.887,0.943,0.943,1.887,2.83,11.321,0,0,0,0,0,0,17.925,4.717,5.66,0,0,5.66,1.887,0
AU01.004118,d1_illness_beliefs,"Ich kann gut verstehen, dass Sie sich eine Erklärung für Ihre Belastung wünschen. Ich denke, es ist auch wichtig zu erfahren, was Sie bisher sich für Gedanken gemacht haben und wir gemeinsam schauen, was es für mögliche Erklärungen für Ihr Befinden gibt.",3,3,3,3.0,text_en,I can well understand that you would like an explanation for your stress. I think it's also important to find out what you've been thinking about so far and let's see together what possible explanations there are for your condition.,1,40,1,99,63.354,99,20,20,97.5,85,65,27.5,17.5,5,2.5,10,0,0,10,10,2.5,0,12.5,17.5,12.5,7.5,0,30,7.5,0,5,5,0,0,37.5,0,25,15,0,7.5,2.5,0,0,0,12.5,10,2.5,7.5,5,2.5,2.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,12.5,0,0,7.5,2.5,0,0,0,5,10,0,0,0,0,0,0,12.5,5,0,0,0,7.5,0,0
AU01.004121,d1_illness_beliefs,"Sie sehen also einen Zusammenhang mit dem Kontaktabbruch zu Ihrer Familie und ihren gesundheitlichen Problemen. Erzählen Sie doch mal, wie kam es zu diesem Kontaktabbruch?",2,2,4,2.667,text_en,"So you see a connection with the loss of contact with your family and your health problems. Tell me, how did this break in contact come about?",1,27,55.252,99,77.167,1,13.5,14.815,88.889,70.37,59.259,18.519,14.815,3.704,0,11.111,0,0,3.704,18.519,7.407,0,18.519,3.704,11.111,7.407,0,14.815,0,0,3.704,3.704,0,0,11.111,0,7.407,3.704,3.704,0,0,0,0,0,3.704,0,3.704,0,0,0,0,0,0,0,22.222,3.704,0,0,0,0,3.704,14.815,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,11.111,14.815,0,3.704,11.111,3.704,0,0,0,3.704,0,0,0,0,0,0,0,11.111,3.704,3.704,3.704,0,0,0,0
AU01.004122,d1_illness_beliefs,"Ich höre da viel Frust, dass Sie immer noch nicht wissen, was die Erklärung sein könnte für Ihr Leid und ich möchte Ihnen anbieten, dass wir uns gemeinsam auf die Suche machen, was es für Erklärungen geben kann. Was halten Sie davon?",3,3,4,3.333,text_en,I hear a lot of frustration that you still don't know what the explanation for your suffering could be and I would like to offer you that we start looking together for what explanations there could be. What do you think of it?,1,43,4.086,98.537,5.497,20.235,21.5,13.953,100,81.395,67.442,30.233,16.279,4.651,2.326,9.302,0,0,13.953,11.628,4.651,0,11.628,16.279,4.651,2.326,2.326,30.233,0,2.326,4.651,4.651,0,0,20.93,0,18.605,9.302,0,9.302,0,0,0,0,9.302,4.651,4.651,9.302,4.651,4.651,0,2.326,0,0,13.953,2.326,0,0,0,0,0,11.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.977,6.977,0,0,2.326,2.326,2.326,0,2.326,0,2.326,0,0,0,0,0,0,6.977,2.326,0,2.326,0,2.326,0,0
AU01.004123,d1_illness_beliefs,"Das muss eine sehr belastende Situation sein, nicht das Gefühl zu haben, den Erwartungen ihrer Familie gerecht zu werden, die ihnen zu dieser Flucht mit finanzieller Unterstützung geholfen hat. Lassen Sie doch mal schauen, was Ihnen jetzt im Moment helfen könnte, mit dieser Situation umzugehen. Und ich würde vorher gerne noch mehr verstehen, was Sie darüber denken.",3,4,3,3.333,text_en,"This must be a very stressful situation, not having the feeling that you are living up to the expectations of your family, who helped them escape with financial support. Let's see what could help you deal with this situation at the moment. And I would like to understand more what you think about it.",1,54,33.383,99,2.635,93.934,18,14.815,100,79.63,64.815,25.926,14.815,1.852,1.852,7.407,0,1.852,11.111,16.667,7.407,0,14.815,11.111,3.704,1.852,1.852,22.222,5.556,1.852,7.407,7.407,0,0,29.63,0,20.37,5.556,0,9.259,0,3.704,1.852,0,12.963,9.259,3.704,5.556,3.704,1.852,1.852,0,0,0,20.37,5.556,5.556,0,0,0,0,14.815,1.852,0,0,0,0,0,0,0,3.704,0,0,1.852,1.852,0,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852,0,3.704,9.259,0,1.852,3.704,1.852,0,1.852,1.852,1.852,3.704,1.852,0,0,0,0,0,11.111,5.556,3.704,0,0,1.852,0,0
AU01.004125,d1_illness_beliefs,"Ja, ich verstehe, dass Sie den Wunsch haben von mir als Expertin eine Erklärung für Ihre gesundheitlichen Probleme zu bekommen. Nun ist es so, dass wir in der Psychotherapie als Untersuchungsmittel quasi das Gespräch haben. Also ich bin darauf angewiesen, dass ich von Ihnen ganz viel höre, dass ich, ich werde Ihnen immer ganz viele Fragen stellen und es ist ein gemeinsames Erforschen. Wir haben ja kein Röntgengerät für die Seele.",2,2,2,2.0,text_en,"Yes, I understand that you would like to receive an explanation for your health problems from me as an expert. Now, in psychotherapy we essentially have conversation as a means of investigation. So I rely on the fact that I hear a lot from you, that I will always ask you a lot of questions and that it's a joint exploration. We don't have an X-ray machine for the soul.",1,70,56.857,89.5,53.277,65.265,17.5,15.714,95.714,71.429,64.286,22.857,15.714,7.143,2.857,5.714,0,0,7.143,21.429,12.857,0,15.714,7.143,5.714,5.714,1.429,12.857,0,2.857,4.286,2.857,1.429,1.429,21.429,2.857,12.857,8.571,0,2.857,1.429,0,0,0,2.857,2.857,0,2.857,2.857,0,0,0,0,0,12.857,2.857,0,0,0,0,2.857,10,0,0,0,0,1.429,0,0,1.429,2.857,0,0,1.429,0,1.429,4.286,4.286,1.429,0,1.429,0,0,0,0,0,0,1.429,2.857,0,0,0,0,1.429,4.286,4.286,0,1.429,1.429,0,1.429,0,2.857,0,7.143,1.429,1.429,0,1.429,0,0,14.286,5.714,4.286,0,0,2.857,1.429,0
AU01.004127,d1_illness_beliefs,"Ja, ich kann verstehen, dass es sehr belastend ist, wenn sie solche Gedanken haben, dass sie die Verantwortung dafür tragen, dass ihre Eltern nun ohne Geld da sind und sich vielleicht schuldig dafür fühlen. Mein Vorschlag wäre, dass wir uns das zusammen nochmal weiter anschauen.",2,3,2,2.333,text_en,"Yes, I can understand that it is very stressful when they have such thoughts that they are responsible for the fact that their parents are now without money and perhaps feel guilty about it. My suggestion would be that we look at it again together.",1,45,1,77.409,47.516,1,22.5,20,97.778,84.444,71.111,28.889,13.333,4.444,2.222,0,0,6.667,15.556,17.778,2.222,0,8.889,15.556,15.556,4.444,0,22.222,4.444,0,6.667,6.667,0,0,35.556,2.222,20,8.889,2.222,4.444,2.222,0,2.222,0,6.667,0,6.667,6.667,0,6.667,2.222,0,4.444,0,13.333,2.222,0,0,0,0,2.222,11.111,2.222,0,0,0,0,0,0,0,4.444,0,0,2.222,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,2.222,2.222,0,0,2.222,0,0,6.667,0,15.556,0,2.222,0,2.222,0,0,6.667,4.444,2.222,0,0,0,0,0
AU01.004150,d1_illness_beliefs,"Ich kann verstehen, dass Sie das so denken und ich kann auf jeden Fall auch nachvollziehen, dass das Ihr Wunsch ist, dass ich Ihnen schnell helfen kann. Für mich ist aber eben dafür wichtig, dass Sie mir da einmal noch mal genauer erklären. Ich möchte ja auch wissen, wie Sie selber darüber denken, was Sie sich selber wünschen und wie Sie sich selber vorstellen, wie eine Lösung aussehen kann.",4,3,3,3.333,text_en,I can understand that you think that way and I can definitely understand that you want me to be able to help you quickly. But for me it is important that you explain it to me in more detail. I would also like to know how you think about what you want and how you imagine what a solution could look like.,1,62,2.046,92.618,79.099,70.908,20.667,12.903,100,90.323,74.194,33.871,20.968,9.677,0,11.29,0,0,12.903,9.677,1.613,0,14.516,9.677,9.677,6.452,0,24.194,3.226,1.613,4.839,1.613,3.226,0,33.871,0,30.645,16.129,3.226,9.677,0,1.613,1.613,0,3.226,3.226,0,0,0,0,0,0,0,0,14.516,3.226,1.613,0,0,0,1.613,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,0,6.452,4.839,1.613,0,3.226,1.613,0,0,1.613,0,4.839,0,0,0,0,0,0,4.839,4.839,0,0,0,0,0,0
AU01.004151,d1_illness_beliefs,"Okay, also ich kann es auf jeden Fall verstehen. Mir ist wichtig, Ihre Perspektive einzunehmen. Deswegen frage ich Sie auch nochmal, dass Sie mir das nochmal genau erklären. Und zwar geht es mir halt auch darum, in der Behandlung darauf zu schauen, wie können wir denn auch Ihre Bedürfnisse dabei umsetzen. Dafür ist es für mich wichtig zu verstehen, was denn Ihre eigene Erklärung dafür ist, wie es zu den Symptomen kommt. Und genau, das ist mir eben wichtig. Können Sie sich das nachvollziehen?",3,4,3,3.333,text_en,"Okay, so I can definitely understand it. It's important to me to take your perspective. That's why I ask you again to explain this to me again in detail. For me it's also about looking at how we can implement your needs during the treatment. It is important for me to understand what your own explanation is for how the symptoms come about. And that's exactly what's important to me. Can you understand that?",1,74,3.484,77.821,81.075,81.747,10.571,20.27,97.297,89.189,71.622,31.081,17.568,9.459,1.351,6.757,0,0,13.514,12.162,2.703,0,18.919,13.514,13.514,4.054,0,25.676,5.405,0,2.703,1.351,0,1.351,36.486,0,21.622,10.811,4.054,5.405,0,2.703,0,0,4.054,4.054,0,0,0,0,0,0,0,0,10.811,2.703,0,0,0,0,2.703,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351,1.351,0,0,0,0,0,0,0,1.351,0,1.351,0,0,0,0,0,0,4.054,4.054,0,1.351,2.703,1.351,0,0,4.054,0,14.865,0,1.351,0,1.351,0,0,17.568,8.108,1.351,1.351,0,6.757,0,0
AU01.004152,d1_illness_beliefs,"Okay, das kann ich auf jeden Fall gut nachvollziehen. Also Sie beschreiben jetzt den Kontaktausbruch erstmal als Ereignis, das davor liegt. Was denken Sie denn vielleicht, was könnte oder wie erklären Sie sich das? Erklären Sie sich da einen Zusammenhang zwischen den Ereignissen, dass es Ihnen körperlich auch schlechter geht? Habe ich das richtig verstanden, dass Sie da auch einen Zusammenhang sehen?",4,4,3,3.667,text_en,"Okay, I can definitely understand that. So you are now describing the contact outbreak as an event that precedes it. What do you think, what could or how do you explain that? Do you think there is a connection between the events that makes you feel worse physically? Did I understand correctly that you also see a connection there?",1,59,1,97.953,90.738,5.937,11.8,22.034,91.525,84.746,67.797,27.119,13.559,3.39,0,10.169,0,0,13.559,16.949,8.475,0,3.39,13.559,13.559,6.78,0,27.119,3.39,0,0,0,0,0,28.814,0,20.339,11.864,3.39,3.39,1.695,1.695,1.695,0,1.695,0,1.695,0,0,0,0,0,0,0,16.949,3.39,0,0,0,0,3.39,10.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.695,1.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,11.864,0,0,8.475,1.695,0,1.695,3.39,1.695,10.169,0,1.695,0,1.695,0,0,11.864,3.39,3.39,5.085,0,0,0,0
AU01.004183,d1_illness_beliefs,"Das ist interessant, was Sie sagen, dass Sie glauben, das könnte eine Strafe Gottes sein. Wie kommen Sie darauf? Erzählen Sie mal. Wie käme Gott darauf, dass es eine Strafe sein könnte?",3,3,3,3.0,text_en,"It's interesting what you say, that you think this could be a punishment from God. How do you come up with that? Tell me. How would God know that it could be a punishment?",1,34,1.87,97.475,26.779,1.848,8.5,8.824,100,91.176,70.588,32.353,11.765,2.941,0,8.824,0,0,20.588,17.647,5.882,0,8.824,20.588,5.882,0,0,41.176,0,0,5.882,0,0,5.882,26.471,0,20.588,11.765,5.882,8.824,0,0,0,0,8.824,2.941,5.882,0,0,0,0,0,0,0,20.588,11.765,0,0,0,0,5.882,8.824,0,0,0,0,0,0,0,0,5.882,0,0,0,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,5.882,5.882,0,2.941,5.882,0,0,0,0,0,2.941,0,0,0,0,0,0,17.647,5.882,2.941,5.882,0,2.941,0,0
AU01.004184,d1_illness_beliefs,"Ihr seht recht, das denkt man immer direkt, dass man irgendwo hinkommt und dann sagt das andere gegenüber, was fehlt mir eigentlich? Das ist bei der Ärztin ja auch so, bei der Hausärztin. Jetzt sind Menschen alles so unterschiedlich und sie haben eine ganz besondere Situation. Mein Leben sieht ganz anders aus. Ich weiß, Sie haben es schon mal erklärt, aber lassen Sie uns doch nochmal genau drauf gucken, damit wir gemeinsam schauen können, wo können wir hier gemeinsam in unserer Arbeit einen guten Unterschied machen. Also je besser ich Sie verstehe, desto besser können wir zusammenarbeiten. Wollen Sie nochmal mit mir drauf gucken? Können Sie es mir nochmal erklären?",3,4,2,3.0,text_en,"You're right, you always think straight away that you're getting somewhere and then the other person says, what am I actually missing? This is also the case with the doctor, with the family doctor. Now people are all so different and they have a very special situation. My life looks completely different. I know you've already explained it, but let's take a closer look at it again so that we can see together where we can make a difference in our work together. So the better I understand you, the better we can work together. Do you want to look at it again with me? Can you explain it to me again?",1,112,2.74,97.887,77.712,92.84,14,16.071,98.214,85.714,68.75,24.107,16.964,5.357,4.464,6.25,0,0.893,7.143,14.286,8.036,0,8.036,11.607,15.179,7.143,0,25.893,6.25,0.893,11.607,9.821,1.786,0,32.143,1.786,18.75,5.357,0.893,4.464,0.893,2.679,4.464,0,5.357,5.357,0,0,0,0,0,0,0,0,22.321,8.036,5.357,0,0,0,1.786,14.286,0.893,0,0,0,0,0,0,0,5.357,0,0,5.357,0,0,1.786,1.786,0,0,0,0,0,0,0,0,0.893,1.786,0,0,0,0,0,1.786,13.393,8.929,1.786,0,5.357,3.571,0,0,6.25,2.679,11.607,0,0,0,0,0,0,15.179,4.464,4.464,2.679,0,3.571,0,0
AU01.004185,d1_illness_beliefs,"Ja, genau. Wir sind dabei, hier ganz klar drauf zu gucken, was ist eigentlich die Situation. Und genau deswegen müssen wir so genau hingucken. Deswegen muss ich Sie fragen. So kommen wir gemeinsam weiter. Wollen wir nochmal drauf gucken?",2,3,2,2.333,text_en,"Yes, exactly. We are in the process of taking a very clear look at what the situation actually is. And that's exactly why we have to look so closely. That's why I have to ask you. This is how we move forward together. Do we want to take another look?",1,50,5.217,98.383,13.332,,8.333,18,98,84,64,22,12,2,8,2,0,0,10,14,6,0,12,16,14,4,0,32,2,2,10,10,0,0,32,2,18,2,6,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,0,0,0,0,0,10,14,6,2,6,6,0,0,0,0,10,8,2,0,2,0,0,18,10,2,2,0,4,0,0
